SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""19-3092""",Geographers,60827,0,0,59914,0,0,0,0,84242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3093""",Historians,69302,0,0,53766,0,0,0,0,55234,0,72195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3094""",Political Scientists,92717,0,0,0,0,0,0,0,92282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3099""","Social Scientists and Related Workers, All Other",84703,0,0,76094,0,0,65255,0,88302,81061,96596,70420,0,0,0,0,0,0,0,90145,0,0,0,0,0,0
"    ""19-4010""",Agricultural and Food Science Technicians,39163,0,55827,0,0,0,19271,0,42664,0,40648,0,0,0,30513,0,0,0,23423,39279,0,0,0,0,0,0
"    ""19-4021""",Biological Technicians,52495,0,0,40909,0,33359,23051,0,69748,34908,49475,34165,0,0,37242,36133,0,0,0,57123,0,0,29646,0,42304,0
"    ""19-4031""",Chemical Technicians,58645,0,0,48350,74413,61218,40268,59274,48188,63086,63582,0,0,54430,38289,51929,42942,54642,0,50820,0,0,35735,0,0,0
"    ""19-4042""","Environmental Science and Protection Technicians, Including Health",47633,43189,0,46471,40103,0,0,46013,53079,35832,46149,50133,0,36989,41529,37547,45490,0,0,51034,0,0,0,0,50184,0
"    ""19-4045""",Geological and Hydrologic Technicians,40856,0,93050,37226,38785,0,48428,0,0,32263,54839,0,0,56236,31489,43744,32844,38542,0,40624,0,0,0,0,0,29113
"    ""19-4051""",Nuclear Technicians,88410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-4061""",Social Science Research Assistants,36454,0,0,46851,0,0,27283,0,0,0,37178,18973,0,0,0,48274,0,0,0,42159,0,0,0,0,0,0
"    ""19-4071""",Forest and Conservation Technicians,43009,0,0,43013,0,0,0,43000,47718,0,43007,0,0,0,0,0,0,0,0,40508,0,0,0,0,0,0
"    ""19-4092""",Forensic Science Technicians,53899,0,0,49386,48131,0,0,0,57480,49653,63624,46291,0,0,49389,0,53053,0,0,46578,0,0,49664,0,39535,0
"    ""19-4099""","Life, Physical, and Social Science Technicians, All Other",44299,0,33396,58048,0,40181,44215,38708,33076,45421,62142,47956,0,47563,38155,40625,50755,0,0,58601,0,0,38897,0,56203,0
"    ""19-5011""",Occupational Health and Safety Specialists,74327,66856,72917,69287,73162,0,56396,74857,74541,58512,78509,71072,0,62036,64008,51290,68806,72511,75898,74895,66277,70149,60641,51975,64970,64087
"    ""19-5012""",Occupational Health and Safety Technicians,46837,44233,38187,51096,42060,30183,0,41782,48999,35865,48953,38531,49463,46676,45209,37285,47175,48207,0,43764,42132,0,47468,0,43847,40101
"    ""21-0000""",Community and Social Service Occupations,48563,45859,47008,48354,45158,37371,46168,48105,51031,47670,51233,50902,45321,41393,43897,46260,46802,46267,46287,48901,46559,40795,44599,44941,45671,47775
"    ""21-1012""","Educational, Guidance, and Career Counselors and Advisors",60349,53457,56110,57303,62477,61024,48075,62267,62996,63901,65888,58881,65990,66057,41788,68190,61744,59568,49893,57020,58622,56024,56671,55708,0,55321
"    ""21-1013""",Marriage and Family Therapists,52388,0,0,55046,0,0,0,48172,50649,58677,54636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""21-1015""",Rehabilitation Counselors,46467,0,44281,51926,0,44802,0,47992,50549,40461,44815,56519,44760,39680,42288,58131,59459,0,0,49608,45577,0,42052,47268,47277,0
"    ""21-1018""","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",48678,40333,58823,49691,43618,49763,45949,43118,48996,51163,52127,42086,57586,37363,44859,52150,51728,49493,0,51385,43981,41389,50410,38358,25398,56244
"    ""21-1019""","Counselors, All Other",55827,0,81202,50433,35268,63461,48348,50698,57674,50092,65481,38484,61896,0,47976,34294,50852,0,31746,59793,44388,0,39235,0,38520,0
"    ""21-1021""","Child, Family, and School Social Workers",51098,50903,50903,52499,51488,36335,48076,50906,53446,51414,52127,50901,54809,46698,50901,50917,47463,0,49259,52654,53064,47483,52688,46278,47371,47599
"    ""21-1022""",Healthcare Social Workers,58379,53267,54035,55055,58636,56328,52220,63457,59059,58301,63353,60890,59691,58496,52506,49400,57209,61093,52701,55508,54837,62718,51750,58588,51908,52001
"    ""21-1023""",Mental Health and Substance Abuse Social Workers,42070,39520,29366,38183,37417,44282,42083,46778,47136,49997,47921,48872,36153,25380,46759,0,0,0,48782,38817,0,40098,34817,0,36000,0
"    ""21-1029""","Social Workers, All Other",64112,56838,70409,48257,76727,42384,45594,58709,45915,79277,82121,84401,0,0,60106,36270,0,0,0,79850,0,38443,0,31115,64017,0
"    ""21-1091""",Health Education Specialists,50892,0,0,58389,53380,0,45142,46440,60812,37508,58041,47781,27654,0,30512,41463,0,0,0,41066,0,0,45284,0,0,41074
"    ""21-1092""",Probation Officers and Correctional Treatment Specialists,46705,45703,46091,46863,0,39358,45165,45900,49370,47771,46974,43491,45279,47364,0,0,45706,51706,46266,48549,0,37887,46832,0,45718,45436
"    ""21-1093""",Social and Human Service Assistants,35424,32498,35843,38939,33157,33961,34746,32556,35994,30895,38516,38557,36908,30471,32533,34510,34606,0,33551,35006,27553,0,31157,37515,35086,35465
"    ""21-1094""",Community Health Workers,39618,0,36115,41209,41876,26874,37358,37280,38745,37294,44717,38390,42354,0,38811,33745,34721,0,34331,39624,0,38812,37803,0,0,43178
"    ""21-1099""","Community and Social Service Specialists, All Other",34867,42112,41323,37219,38286,26716,42915,30909,34251,27329,37023,39309,25481,0,34435,30514,36178,30617,41325,43930,44401,0,44243,36856,44853,35110
"    ""21-2011""",Clergy,51451,0,48597,58284,46712,41416,57000,52686,51339,60050,49990,43680,0,49312,44325,46716,58960,0,0,62399,0,46981,47132,45437,46053,47457
"    ""21-2021""","Directors, Religious Activities and Education",52830,0,0,107203,0,0,0,0,53836,0,51433,0,0,0,0,0,0,0,0,30093,0,0,0,0,0,0
"    ""21-2099""","Religious Workers, All Other",35117,0,0,0,0,0,0,0,40371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""23-0000""",Legal Occupations,81211,49287,62387,90528,78094,53251,63512,0,93189,81309,81044,65032,80123,65241,66131,56054,94472,58529,61109,72235,49394,40662,0,0,83441,63070
"    ""23-1011""",Lawyers,120985,86937,109102,123074,130167,74019,121398,0,130614,112533,121863,95276,90118,121846,99494,88726,148911,107213,110675,112021,102111,74994,0,0,116833,82464
"    ""23-1012""",Judicial Law Clerks,45767,0,39810,57136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44147,0,0,0,0,0,0
"    ""23-1021""","Administrative Law Judges, Adjudicators, and Hearing Officers",78318,0,0,95790,0,0,0,0,111453,0,94091,0,0,0,0,0,0,0,0,113303,0,0,0,0,0,0
"    ""23-1022""","Arbitrators, Mediators, and Conciliators",56916,0,0,50437,0,0,0,0,53718,0,73817,0,0,0,0,0,0,0,0,47089,0,0,0,0,0,0
"    ""23-1023""","Judges, Magistrate Judges, and Magistrates",99965,47452,65699,155572,116313,0,109620,135581,92095,0,111078,45325,85338,134268,64809,0,127282,0,62463,105767,0,119428,143033,56036,144099,64278
"    ""23-2011""",Paralegals and Legal Assistants,52338,39078,48128,57699,45354,39948,0,46064,59985,47774,47949,46371,47209,57302,48029,37161,43015,36731,44323,55211,42028,36210,50231,39570,47278,39615
"    ""23-2093""","Title Examiners, Abstractors, and Searchers",55533,63124,48224,0,42738,0,0,35991,56516,47951,66473,43654,0,39440,37666,0,58494,0,0,50634,0,39586,45823,0,47096,0
"    ""23-2099""","Legal Support Workers, All Other",51259,0,0,96401,0,0,0,53611,53806,38930,49715,47393,0,0,0,38931,50168,0,64776,49840,0,0,0,0,0,0
"    ""25-0000""","Education, Training, and Library Occupations",53520,44556,50208,52089,47840,47902,50594,52089,55286,53131,57126,52165,55651,43604,48128,53197,57237,50159,44966,54358,46087,43339,43537,47121,48213,0
"    ""25-1011""","Business Teachers, Postsecondary",84846,0,0,105533,0,53352,152020,84545,71894,45032,88514,82896,0,0,121761,0,0,0,0,60087,0,0,0,0,0,0
"    ""25-1021""","Computer Science Teachers, Postsecondary",83101,0,0,100004,0,60388,136867,0,84948,50556,87240,0,0,0,0,0,0,0,0,55193,0,0,0,0,0,0
"    ""25-1022""","Mathematical Science Teachers, Postsecondary",63464,0,0,73539,0,48458,89725,0,59932,0,84218,56448,0,0,85334,0,0,0,0,49663,0,0,0,0,0,0
"    ""25-1031""","Architecture Teachers, Postsecondary",75705,0,0,0,0,0,0,0,23384,0,67007,0,0,0,0,0,0,0,0,58405,0,0,0,0,0,0
"    ""25-1032""","Engineering Teachers, Postsecondary",105552,0,0,126450,0,0,149898,0,96494,0,92428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1041""","Agricultural Sciences Teachers, Postsecondary",86313,0,0,92149,0,0,128143,0,48373,0,81620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1042""","Biological Science Teachers, Postsecondary",76861,0,0,95728,0,0,99958,0,80397,19378,92150,64523,0,0,85810,63182,0,0,0,61008,0,0,65912,0,0,0
"    ""25-1043""","Forestry and Conservation Science Teachers, Postsecondary",81180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1051""","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",85042,0,0,116590,0,0,135840,0,84650,0,78726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1052""","Chemistry Teachers, Postsecondary",80008,0,0,90237,0,0,110272,0,84244,0,88897,0,0,0,0,0,0,0,0,78235,0,0,0,0,0,0
"    ""25-1053""","Environmental Science Teachers, Postsecondary",85734,0,0,0,0,0,0,0,89466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1054""","Physics Teachers, Postsecondary",84957,0,0,91188,0,0,152859,0,91921,0,90314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1061""","Anthropology and Archeology Teachers, Postsecondary",90985,0,0,104174,0,0,0,0,81507,0,86943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1062""","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",65071,0,0,0,0,0,0,0,53646,0,0,0,0,0,0,0,0,0,0,75418,0,0,0,0,0,0
"    ""25-1063""","Economics Teachers, Postsecondary",96541,0,0,122362,0,0,165579,0,93076,0,94791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1064""","Geography Teachers, Postsecondary",91434,0,0,100866,0,0,0,0,89733,0,86075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1065""","Political Science Teachers, Postsecondary",67867,0,0,90244,0,0,0,0,71663,0,79714,55350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1066""","Psychology Teachers, Postsecondary",64661,0,0,95433,0,0,98660,0,72348,0,75494,77886,55353,0,0,0,0,0,0,48218,0,0,0,0,0,0
"    ""25-1067""","Sociology Teachers, Postsecondary",68973,0,0,91774,0,0,0,0,75293,0,83757,37186,0,0,0,0,0,0,0,74591,0,0,0,0,0,0
"    ""25-1069""","Social Sciences Teachers, Postsecondary, All Other",46235,0,48627,0,0,0,0,0,18700,0,0,77311,0,0,0,0,0,0,0,59069,0,0,0,0,0,0
"    ""25-1071""","Health Specialties Teachers, Postsecondary",99938,0,91336,91671,49557,0,121606,0,136957,0,130367,61916,0,0,79752,55828,0,0,0,0,0,0,58059,0,0,0
"    ""25-1072""","Nursing Instructors and Teachers, Postsecondary",64433,0,56213,73508,0,61298,0,0,62313,49531,82151,68740,74798,0,0,0,0,55891,0,60251,0,0,57546,0,0,0
"    ""25-1081""","Education Teachers, Postsecondary",60259,0,0,79745,0,48405,92163,0,56026,68482,61268,70046,41624,0,0,54171,0,0,0,39557,0,0,0,0,0,0
"    ""25-1082""","Library Science Teachers, Postsecondary",71161,0,0,0,0,0,0,0,56343,0,73376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1111""","Criminal Justice and Law Enforcement Teachers, Postsecondary",52445,0,0,88617,0,0,0,0,56872,0,61806,59885,0,0,0,0,0,0,0,61345,0,0,0,0,0,0
"    ""25-1112""","Law Teachers, Postsecondary",98514,0,0,0,0,0,0,0,79319,0,97895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1113""","Social Work Teachers, Postsecondary",70661,0,0,75914,0,0,0,0,68417,0,70090,0,0,0,0,0,0,0,0,60782,0,0,0,0,0,0
"    ""25-1121""","Art, Drama, and Music Teachers, Postsecondary",62476,0,0,77031,0,55057,0,73609,60342,0,75148,73405,0,0,0,0,0,0,0,50944,0,0,0,0,0,0
"    ""25-1122""","Communications Teachers, Postsecondary",61730,0,0,77046,0,0,83789,0,59565,0,67139,72640,0,0,0,0,0,0,0,49741,0,0,0,0,0,0
"    ""25-1123""","English Language and Literature Teachers, Postsecondary",60572,0,0,69046,0,48175,58855,0,63682,0,75233,60638,0,0,0,0,0,0,0,48465,0,0,0,0,0,0
"    ""25-1124""","Foreign Language and Literature Teachers, Postsecondary",63448,0,0,73189,0,0,0,0,65660,0,63461,0,0,0,0,0,0,0,0,50526,0,0,0,0,0,0
"    ""25-1125""","History Teachers, Postsecondary",65481,0,0,90987,0,0,0,0,56225,0,85270,63523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1126""","Philosophy and Religion Teachers, Postsecondary",66779,0,0,79764,0,0,0,0,0,0,55975,0,0,0,0,0,0,0,0,56953,0,0,0,0,0,0
"    ""25-1192""","Family and Consumer Sciences Teachers, Postsecondary",58858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1193""","Recreation and Fitness Studies Teachers, Postsecondary",64103,0,0,73542,0,0,82294,0,71142,0,73977,0,0,0,0,0,0,0,0,56096,0,0,0,0,0,0
"    ""25-1194""","Career/Technical Education Teachers, Postsecondary",56196,38324,46602,60910,47253,48120,79585,64199,53889,49441,64143,55419,38327,0,55659,42826,0,0,0,56669,0,0,39975,0,58175,41815
"    ""25-1199""","Postsecondary Teachers, All Other",43598,0,0,57243,0,45218,36117,0,18965,19153,0,78616,0,0,42847,49498,0,0,0,51217,0,0,0,0,0,0
"    ""25-2011""","Preschool Teachers, Except Special Education",37047,33046,50858,27847,46514,40082,30321,23728,32184,48162,42013,44535,53937,53739,41203,43102,59212,54449,26334,54907,45375,23009,25952,31496,40793,43391
"    ""25-2012""","Kindergarten Teachers, Except Special Education",56990,46346,70558,57240,52899,55309,47016,69378,57745,60196,58819,55310,55485,47069,47521,55731,59655,48801,47914,58319,50189,46168,48295,0,50103,46693
"    ""25-2021""","Elementary School Teachers, Except Special Education",57692,48940,58851,58437,57022,55334,48287,68151,58706,59336,59595,56374,59468,49352,47667,57801,59367,52699,0,58297,50613,46653,48934,55925,48954,48021
"    ""25-2022""","Middle School Teachers, Except Special and Career/Technical Education",57768,50149,63075,58154,54467,55109,47878,68634,59073,59366,59544,55761,59668,51963,47863,57481,60417,50861,48552,58695,53192,47403,50147,46611,47942,48413
"    ""25-2023""","Career/Technical Education Teachers, Middle School",59324,0,71842,71459,0,55504,0,0,59137,0,60072,0,0,0,0,56293,60678,0,0,59037,49943,0,0,0,0,0
"    ""25-2031""","Secondary School Teachers, Except Special and Career/Technical Education",58400,52243,64680,58595,56667,53556,48047,67260,59023,61934,60480,55737,60278,55879,48781,58788,60216,0,50960,58824,56597,50872,49623,48730,50939,49732
"    ""25-2032""","Career/Technical Education Teachers, Secondary School",59486,50558,66855,71018,55895,55533,53268,69801,59753,62609,61131,55192,59095,53573,51308,59438,61599,0,51273,59813,55739,48983,49571,57814,53176,48604
"    ""25-2051""","Special Education Teachers, Preschool",55959,0,0,44730,0,0,0,0,60596,0,48444,45535,0,0,0,0,0,0,0,59474,0,0,0,0,0,0
"    ""25-2052""","Special Education Teachers, Kindergarten and Elementary School",58094,48303,58401,59418,51381,55546,48522,67152,58986,54654,59801,56744,56878,54951,49128,58248,0,0,45974,58804,53240,50317,49255,0,49355,48149
"    ""25-2057""","Special Education Teachers, Middle School",57850,50285,64657,57950,53300,56791,47487,70379,58687,54301,59664,55120,0,52464,48446,56983,0,0,45075,58974,54587,50508,48862,0,49950,48393
"    ""25-2058""","Special Education Teachers, Secondary School",58404,48913,63094,61112,58160,0,50304,71332,58281,56907,60360,55153,58076,61555,50086,59027,60023,0,0,58924,53735,48190,48511,48883,58740,47375
"    ""25-2059""","Special Education Teachers, All Other",57410,0,0,52535,0,63179,0,64673,57510,46732,62564,59533,0,52648,52035,65707,0,0,0,63986,0,0,0,0,0,0
"    ""25-3011""","Adult Basic Ed, Adult Secondary Ed, & ESL Instructors",53605,47669,48462,0,0,53233,49499,84088,54949,54699,57629,0,47500,0,0,52489,0,0,0,49411,0,0,0,0,0,0
"    ""25-3021""",Self-Enrichment Teachers,33359,30726,29037,27670,39141,26962,36506,0,36773,33567,43093,27604,29703,26967,35438,31573,42898,40482,41551,34497,55782,40061,27297,22690,22598,24179
"    ""25-3031""","Substitute Teachers, Short-Term",22410,22159,20898,23693,19827,22472,23009,24629,22373,22741,23490,0,19494,20792,19135,0,0,0,0,23237,18340,23120,22452,0,22354,22650
"    ""25-3097""","Tutors and Teachers and Instructors, All Other",33034,47898,25324,29210,42135,51104,30967,0,33082,19988,32114,64072,18908,28888,21947,23489,26611,0,0,51790,0,34157,28358,0,36877,61734
"    ""25-4011""",Archivists,56789,0,0,51845,0,0,0,0,59732,0,53881,0,0,0,0,0,0,0,0,47246,0,0,0,0,0,0
"    ""25-4012""",Curators,53734,0,0,59509,21495,0,50965,0,56335,59047,58232,0,0,0,47948,0,0,0,0,64471,0,0,0,0,52862,0
"    ""25-4013""",Museum Technicians and Conservators,41498,0,0,44518,0,0,0,0,45912,0,36157,0,0,0,0,51039,0,0,0,40000,0,0,0,0,45619,0
"    ""25-4022""",Librarians and Media Collections Specialists,60577,50256,69326,61603,58039,60944,52818,69698,61631,64049,62344,53859,64092,52902,59760,62260,58184,58300,53595,60207,55147,50332,56797,38315,58517,50800
"    ""25-4031""",Library Technicians,31497,27473,28248,37262,29826,23928,32447,29986,32102,30667,32382,25430,30002,30276,31135,28007,0,0,31902,31734,28839,0,26460,0,0,28446
"    ""25-9021""",Farm and Home Management Educators,24862,0,27188,0,0,0,0,0,28734,0,34119,0,0,0,0,0,0,0,0,23075,0,0,0,0,0,0
"    ""25-9031""",Instructional Coordinators,66048,66218,71440,66520,64892,61088,57795,76529,64552,71669,69155,58476,68532,66546,56728,67885,61044,63329,75936,66911,64410,67931,58783,62851,61598,74685
"    ""25-9044""","Teaching Assistants, Postsecondary",30543,0,18583,28145,0,0,44471,0,19165,19648,54519,22517,0,0,27554,0,0,0,0,33664,0,0,0,0,0,0
"    ""25-9045""","Teaching Assistants, Except Postsecondary",22272,22318,23809,25072,21337,19852,18870,27572,22802,25933,22041,18833,22229,23058,22985,25182,20097,19336,0,24139,19088,21511,22497,21601,21393,18575
"    ""25-9099""","Educational Instruction and Library Workers, All Other",32889,38408,0,44020,0,23074,60350,28954,32927,23241,27831,35274,36949,0,43767,34215,31480,24236,0,38255,0,0,29573,0,27519,43263
"    ""27-0000""","Arts, Design, Entertainment, Sports, and Media Occupations",48134,35908,41515,53544,43464,38375,47112,45231,49920,34911,48773,39349,43533,48096,44892,41153,44842,44378,34485,48655,37896,37266,35424,38944,45324,33604
"    ""27-1011""",Art Directors,76105,64344,117333,78494,0,0,0,0,75528,46206,75937,0,0,0,0,55969,0,0,0,70208,0,0,46526,0,68435,0
"    ""27-1012""",Craft Artists,33049,0,0,30627,0,0,0,0,0,0,30022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1013""","Fine Artists, Including Painters, Sculptors, and Illustrators",49463,0,0,70138,0,0,0,0,47187,0,48883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1014""",Special Effects Artists and Animators,62290,0,0,63751,0,0,0,0,60640,23686,59709,0,0,0,0,0,0,0,0,71271,0,0,0,0,0,0
"    ""27-1019""","Artists and Related Workers, All Other",61622,0,0,50506,0,0,0,0,44840,0,93691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1021""",Commercial and Industrial Designers,69287,0,0,49025,0,0,0,0,72761,0,71041,0,0,0,38990,0,0,0,0,63701,0,0,0,0,0,0
"    ""27-1022""",Fashion Designers,63844,0,0,55392,0,0,0,0,76076,0,63605,0,0,0,0,0,0,0,0,41787,0,0,0,0,0,0
"    ""27-1023""",Floral Designers,25526,24663,26324,30202,19588,0,22827,0,27286,27003,23180,22479,0,25025,25839,0,28711,27482,0,24283,0,0,24202,0,22032,19716
"    ""27-1024""",Graphic Designers,49612,30475,42343,50947,38724,31074,45469,46163,53633,34709,47349,40796,35946,44400,39172,31107,36460,44908,39121,54198,40844,45877,37476,34135,43403,30498
"    ""27-1025""",Interior Designers,55305,55959,0,56657,0,0,0,42235,52942,43970,57718,55161,0,59102,46157,36417,54186,0,0,50942,0,0,53088,0,40327,0
"    ""27-1026""",Merchandise Displayers and Window Trimmers,28813,31392,27375,32016,25743,26037,26790,27400,28870,27553,28509,28838,24754,29676,30946,20926,29018,0,0,29698,31729,27821,25783,29034,19150,27990
"    ""27-1027""",Set and Exhibit Designers,36305,0,0,51016,0,0,0,0,24652,0,45798,0,0,0,0,0,0,0,0,46369,0,0,0,0,0,0
"    ""27-1029""","Designers, All Other",53124,0,0,57598,0,0,0,0,55723,0,54234,0,0,0,0,0,0,0,0,67761,0,0,0,0,0,0
"    ""27-2011""",Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2012""",Producers and Directors,61617,55559,0,57445,62879,0,63422,78320,68988,45881,52457,43068,0,48703,59432,67371,57347,0,0,61077,36048,0,57080,0,57561,40256
"    ""27-2021""",Athletes and Sports Competitors,70854,0,0,0,0,0,0,0,0,0,59495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2022""",Coaches and Scouts,42115,33461,65667,45826,48787,53996,87609,39467,42822,22013,37476,31527,48585,50147,58615,44951,47074,51478,47677,42774,36264,42582,29016,0,0,46451
"    ""27-2023""","Umpires, Referees, and Other Sports Officials",38109,0,0,22754,0,0,0,0,39784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2031""",Dancers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2032""",Choreographers,46374,0,0,0,0,0,0,0,43172,0,51549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2041""",Music Directors and Composers,60438,0,0,67721,66217,52001,0,0,64353,0,57391,0,0,48318,0,46851,0,0,0,123195,0,0,0,0,0,0
"    ""27-2042""",Musicians and Singers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2090""","Miscellaneous Entertainers and Performers, Sports and Related Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3011""",Broadcast Announcers and Radio Disc Jockeys,34866,34298,0,52171,0,0,0,23794,39522,31698,39121,0,0,0,0,25415,0,25117,23318,0,0,33683,0,0,35994,0
"    ""27-3023""","News Analysts, Reporters, and Journalists",38367,0,0,33327,0,0,39776,0,53618,31828,45817,0,0,38153,0,37261,69226,0,0,45432,0,0,0,0,40642,27905
"    ""27-3031""",Public Relations Specialists,56980,52536,49232,60098,47242,44762,48872,54152,58499,42664,58820,50879,47480,49406,45426,51862,53739,55147,41726,59622,47770,60620,36486,55198,51373,47283
"    ""27-3041""",Editors,52352,58197,0,57198,47887,40496,52920,45889,51997,51917,54888,44046,0,54346,43337,50613,52520,0,0,49467,40265,0,35727,0,47625,0
"    ""27-3042""",Technical Writers,69363,0,0,60623,54786,0,0,60265,76329,56979,62469,62528,0,76089,55350,67696,70065,0,0,70838,0,0,0,0,66713,0
"    ""27-3043""",Writers and Authors,55781,0,32205,59681,0,0,58473,28331,56777,66773,55884,36074,63283,60299,43457,56876,0,0,0,51977,0,0,59881,0,55181,0
"    ""27-3091""",Interpreters and Translators,50769,0,37764,67707,42582,42560,35413,59071,45964,41407,49629,36038,54442,0,54255,50540,0,0,0,52881,0,0,36524,0,39451,0
"    ""27-3092""",Court Reporters and Simultaneous Captioners,87164,0,0,90713,0,0,0,0,108137,88936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3099""","Media and Communication Workers, All Other",22878,0,0,29692,0,0,25209,17784,21998,0,33935,0,19454,0,0,32544,0,0,0,0,0,0,0,0,0,0
"    ""27-4011""",Audio and Video Technicians,39323,23831,0,40308,0,36720,40642,0,37709,19814,42667,31743,38687,0,40219,39258,34181,0,0,40795,0,0,0,0,41374,0
"    ""27-4012""",Broadcast Technicians,31623,0,45934,0,0,0,44337,35175,35023,18607,28657,0,0,0,35820,0,35053,0,0,41239,25014,0,0,0,37866,33224
"    ""27-4014""",Sound Engineering Technicians,47739,0,0,39382,0,0,0,0,46246,37831,47431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-4021""",Photographers,47724,0,0,55067,37480,0,31825,26730,0,27834,51252,40159,0,31729,36152,0,0,0,0,38552,0,0,35357,0,34307,0
"    ""27-4031""","Camera Operators, Television, Video, and Film",52577,0,0,52391,0,0,0,0,54827,34613,47734,0,0,0,33783,45187,0,0,0,53907,0,0,64236,0,29823,0
"    ""27-4032""",Film and Video Editors,47821,0,0,48878,0,0,51826,57590,48543,0,50212,31661,0,0,39640,0,0,0,0,38675,0,0,0,0,48823,0
"    ""27-4098""","Lighting Techs & Media & Communication Equipment Wkrs, AO",76662,0,0,60680,0,0,0,0,68750,0,94007,0,0,0,0,0,0,0,0,79848,0,0,0,0,0,0
"    ""29-0000""",Healthcare Practitioners and Technical Occupations,66421,61569,60680,65662,59874,59015,60660,60220,69837,61712,73088,65613,62209,57351,61575,60285,64345,64869,57018,65561,61744,57639,59578,65061,61346,56091
"    ""29-1011""",Chiropractors,79009,0,0,72448,45995,0,0,99763,77253,0,86552,0,0,21787,54699,71858,0,0,0,95873,0,0,0,0,47178,0
"    ""29-1021""","Dentists, General",158287,173882,212193,151896,136861,0,0,175467,0,157553,143970,158391,149906,0,146204,0,162119,183363,0,137752,178976,177632,0,184504,159695,164380
"    ""29-1022""",Oral and Maxillofacial Surgeons,194991,0,0,0,0,0,0,0,0,0,180456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1029""","Dentists, All Other Specialists",161241,0,0,157001,0,0,0,0,0,0,155298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1031""",Dietitians and Nutritionists,59880,56955,64967,43999,61748,67371,58197,69210,59455,70306,61340,64365,57719,66243,59720,56922,65115,63746,0,65024,64452,61176,52399,62413,62345,53840
"    ""29-1041""",Optometrists,112784,80726,111235,113070,125209,131445,129645,111167,113652,117833,109815,122479,0,135094,0,0,0,0,139604,114722,107286,118196,0,0,144648,105841
