SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""19-3092""",Geographers,47778,0,0,49031,0,0,0,0,65493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3093""",Historians,49801,0,0,45075,0,0,0,0,45986,0,55913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3094""",Political Scientists,61228,0,0,0,0,0,0,0,61066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3099""","Social Scientists and Related Workers, All Other",59693,0,0,50064,0,0,51706,0,61495,53465,69863,58741,0,0,0,0,0,0,0,62835,0,0,0,0,0,0
"    ""19-4010""",Agricultural and Food Science Technicians,25420,0,40480,0,0,0,17356,0,29947,0,30847,0,0,0,25812,0,0,0,22387,31224,0,0,0,0,0,0
"    ""19-4021""",Biological Technicians,32131,0,0,30382,0,27099,17638,0,44781,27445,32307,22265,0,0,22869,29207,0,0,0,42585,0,0,19997,0,27015,0
"    ""19-4031""",Chemical Technicians,35871,0,0,32312,52363,38674,28028,36767,30822,32362,37898,0,0,37567,22642,31965,31489,35522,0,35363,0,0,23046,0,0,0
"    ""19-4042""","Environmental Science and Protection Technicians, Including Health",33685,34441,0,32630,35438,0,0,30197,39201,24508,32878,36595,0,31089,36326,25223,38873,0,0,38549,0,0,0,0,38870,0
"    ""19-4045""",Geological and Hydrologic Technicians,26819,0,82415,28228,27812,0,35777,0,0,26933,31189,0,0,40393,22931,30181,25784,30215,0,30998,0,0,0,0,0,26346
"    ""19-4051""",Nuclear Technicians,52968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-4061""",Social Science Research Assistants,22021,0,0,31057,0,0,20755,0,0,0,22124,17308,0,0,0,30080,0,0,0,24562,0,0,0,0,0,0
"    ""19-4071""",Forest and Conservation Technicians,35569,0,0,35440,0,0,0,35558,37834,0,39690,0,0,0,0,0,0,0,0,32573,0,0,0,0,0,0
"    ""19-4092""",Forensic Science Technicians,41104,0,0,42102,35808,0,0,0,42166,41117,48084,38736,0,0,43004,0,42318,0,0,33948,0,0,39294,0,32179,0
"    ""19-4099""","Life, Physical, and Social Science Technicians, All Other",26674,0,23260,38141,0,32859,24976,24749,22854,30592,37442,31098,0,35451,25093,28382,36475,0,0,46829,0,0,35089,0,43333,0
"    ""19-5011""",Occupational Health and Safety Specialists,49900,42278,47041,53645,51740,0,41176,48300,48118,36587,57053,42770,0,51343,43626,39855,44835,44133,51605,53711,51562,45944,44575,36733,45169,49471
"    ""19-5012""",Occupational Health and Safety Technicians,33445,35371,28479,38152,28143,24534,0,33262,35173,24633,36932,23929,31698,34960,36505,28589,32458,31970,0,33893,32256,0,29799,0,30748,35439
"    ""21-0000""",Community and Social Service Occupations,31683,30883,30784,33088,31963,25347,33417,32629,33695,28410,34171,34110,30466,28163,31222,30649,32031,30056,32701,32282,28567,28373,30236,30498,29875,34841
"    ""21-1012""","Educational, Guidance, and Career Counselors and Advisors",40306,39235,34841,38675,39811,45403,35897,35240,42290,45757,42615,41493,41818,48303,34492,43778,41481,43869,40421,41038,40068,39645,36953,38705,0,39771
"    ""21-1013""",Marriage and Family Therapists,43982,0,0,46685,0,0,0,33627,46177,50424,45131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""21-1015""",Rehabilitation Counselors,33493,0,30038,34657,0,35784,0,35631,37874,31826,35660,37153,37174,32574,24458,50604,52936,0,0,35835,34517,0,23312,34923,33063,0
"    ""21-1018""","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",32205,34469,44650,34966,34952,42137,34794,32277,35865,34095,30041,30113,41066,28329,28148,32356,38940,34583,0,34312,28726,36061,45145,32844,17277,40218
"    ""21-1019""","Counselors, All Other",34389,0,61170,35184,28963,49195,35916,31161,37408,40623,45503,25092,38706,0,42575,26591,41838,0,24406,33336,26327,0,25634,0,26866,0
"    ""21-1021""","Child, Family, and School Social Workers",36370,36993,35586,36660,37382,26459,34682,44618,37955,35795,37097,36011,40014,28244,35467,32361,37186,0,37599,39671,36839,36955,34970,35703,34483,38650
"    ""21-1022""",Healthcare Social Workers,40445,41725,40500,36885,43059,41152,35416,49797,41360,33342,47409,47931,43697,36355,43407,35086,40058,48275,35909,36528,40260,50803,37383,43299,44506,43332
"    ""21-1023""",Mental Health and Substance Abuse Social Workers,32021,34503,28036,31110,34707,31895,29193,33773,33840,31594,34840,38286,29468,22491,33361,0,0,0,43369,28243,0,35213,29044,0,28980,0
"    ""21-1029""","Social Workers, All Other",34420,25833,54057,31441,30241,23049,36643,45266,31861,49128,48908,67740,0,0,44145,18657,0,0,0,53149,0,34056,0,25977,30547,0
"    ""21-1091""",Health Education Specialists,31661,0,0,41558,41365,0,33321,36528,36573,28619,38420,31347,23315,0,22229,27209,0,0,0,33460,0,0,33846,0,0,35576
"    ""21-1092""",Probation Officers and Correctional Treatment Specialists,39491,39321,42731,39047,0,34758,36475,40090,42295,39381,42380,34979,33883,39260,0,0,38589,43362,38844,40294,0,32679,43528,0,39498,38675
"    ""21-1093""",Social and Human Service Assistants,25389,25009,22083,31023,26368,23135,25528,25872,25985,24946,27860,29212,28244,25773,25135,25390,24606,0,25374,25164,19937,0,23890,25862,25398,26363
"    ""21-1094""",Community Health Workers,28088,0,30412,31129,30576,22051,30740,31866,26417,26100,33469,33010,28243,0,32578,24457,26674,0,26194,28643,0,36311,33839,0,0,26741
"    ""21-1099""","Community and Social Service Specialists, All Other",21944,24452,31882,23732,27448,21137,30267,21306,21361,18756,23339,21013,20304,0,18373,24424,30008,22066,27870,29532,30659,0,26053,29344,34622,28565
"    ""21-2011""",Clergy,37600,0,37550,45355,29711,31743,44059,36709,39566,42365,33887,35779,0,39812,31657,34929,34997,0,0,46602,0,37389,36321,32593,30045,41101
"    ""21-2021""","Directors, Religious Activities and Education",29602,0,0,60021,0,0,0,0,24402,0,40929,0,0,0,0,0,0,0,0,18628,0,0,0,0,0,0
"    ""21-2099""","Religious Workers, All Other",22599,0,0,0,0,0,0,0,29552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""23-0000""",Legal Occupations,43731,36531,36462,51010,40168,35156,30400,0,50711,39422,42605,35243,45386,38502,39753,33224,42887,32282,30445,39082,35573,28511,0,0,42756,36945
"    ""23-1011""",Lawyers,72910,47621,63845,75383,78077,52185,66010,0,77786,69100,76628,69169,73374,79772,64879,65263,92059,80547,67495,50703,57173,37263,0,0,80631,63168
"    ""23-1012""",Judicial Law Clerks,30870,0,35439,32470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31596,0,0,0,0,0,0
"    ""23-1021""","Administrative Law Judges, Adjudicators, and Hearing Officers",44749,0,0,41976,0,0,0,0,71405,0,65255,0,0,0,0,0,0,0,0,57801,0,0,0,0,0,0
"    ""23-1022""","Arbitrators, Mediators, and Conciliators",40658,0,0,42394,0,0,0,0,44135,0,42411,0,0,0,0,0,0,0,0,39415,0,0,0,0,0,0
"    ""23-1023""","Judges, Magistrate Judges, and Magistrates",25734,31523,17304,116221,20959,0,24100,76494,22582,0,17710,17698,21957,52747,48811,0,29262,0,21085,31861,0,45941,42546,18916,96942,40556
"    ""23-2011""",Paralegals and Legal Assistants,36700,35885,38859,43521,35160,35470,0,33840,44376,32528,33347,33124,33119,42544,35964,32327,28792,31019,33974,38358,33104,26094,38620,35362,38405,32380
"    ""23-2093""","Title Examiners, Abstractors, and Searchers",35824,36736,35177,0,35393,0,0,25149,37235,31850,42830,34387,0,26206,28924,0,41197,0,0,34709,0,36103,42092,0,36925,0
"    ""23-2099""","Legal Support Workers, All Other",31749,0,0,38706,0,0,0,45587,33374,17304,30483,35439,0,0,0,35335,42472,0,54658,35850,0,0,0,0,0,0
"    ""25-0000""","Education, Training, and Library Occupations",24019,21398,23594,25999,22009,21839,29806,23782,24493,24861,26230,22505,26786,21358,26693,25155,31116,30115,20852,26198,20010,23411,21730,23382,23600,0
"    ""25-1011""","Business Teachers, Postsecondary",29610,0,0,63445,0,17451,71169,42657,18340,17304,31522,23624,0,0,45900,0,0,0,0,31951,0,0,0,0,0,0
"    ""25-1021""","Computer Science Teachers, Postsecondary",37752,0,0,63156,0,29255,70702,0,40586,18659,38136,0,0,0,0,0,0,0,0,29506,0,0,0,0,0,0
"    ""25-1022""","Mathematical Science Teachers, Postsecondary",27510,0,0,54045,0,17966,47818,0,17227,0,44547,25829,0,0,48346,0,0,0,0,32241,0,0,0,0,0,0
"    ""25-1031""","Architecture Teachers, Postsecondary",37275,0,0,0,0,0,0,0,17348,0,38070,0,0,0,0,0,0,0,0,25306,0,0,0,0,0,0
"    ""25-1032""","Engineering Teachers, Postsecondary",53266,0,0,83532,0,0,90134,0,44129,0,43837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1041""","Agricultural Sciences Teachers, Postsecondary",42283,0,0,52752,0,0,83727,0,22211,0,40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1042""","Biological Science Teachers, Postsecondary",38674,0,0,59106,0,0,44992,0,37580,17304,56677,45658,0,0,56031,43099,0,0,0,40238,0,0,38167,0,0,0
"    ""25-1043""","Forestry and Conservation Science Teachers, Postsecondary",48235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1051""","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",40463,0,0,67316,0,0,66596,0,43091,0,36319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1052""","Chemistry Teachers, Postsecondary",42110,0,0,57684,0,0,49786,0,42746,0,50598,0,0,0,0,0,0,0,0,40513,0,0,0,0,0,0
"    ""25-1053""","Environmental Science Teachers, Postsecondary",46443,0,0,0,0,0,0,0,54287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1054""","Physics Teachers, Postsecondary",39878,0,0,50420,0,0,56502,0,42355,0,48547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1061""","Anthropology and Archeology Teachers, Postsecondary",44603,0,0,75010,0,0,0,0,24139,0,41846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1062""","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",21951,0,0,0,0,0,0,0,17151,0,0,0,0,0,0,0,0,0,0,45117,0,0,0,0,0,0
"    ""25-1063""","Economics Teachers, Postsecondary",48401,0,0,73743,0,0,82387,0,46462,0,54511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1064""","Geography Teachers, Postsecondary",50982,0,0,68440,0,0,0,0,46071,0,37541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1065""","Political Science Teachers, Postsecondary",27814,0,0,46547,0,0,0,0,31730,0,36181,17304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1066""","Psychology Teachers, Postsecondary",28976,0,0,55393,0,0,29403,0,26765,0,32351,54723,17307,0,0,0,0,0,0,40400,0,0,0,0,0,0
"    ""25-1067""","Sociology Teachers, Postsecondary",34566,0,0,56670,0,0,0,0,39599,0,44494,17304,0,0,0,0,0,0,0,40521,0,0,0,0,0,0
"    ""25-1069""","Social Sciences Teachers, Postsecondary, All Other",17251,0,42332,0,0,0,0,0,17198,0,0,46436,0,0,0,0,0,0,0,26413,0,0,0,0,0,0
"    ""25-1071""","Health Specialties Teachers, Postsecondary",48487,0,48466,57176,36745,0,42324,0,59514,0,68245,48290,0,0,41164,30857,0,0,0,0,0,0,35439,0,0,0
"    ""25-1072""","Nursing Instructors and Teachers, Postsecondary",34618,0,35779,56489,0,47806,0,0,21601,35987,42397,45257,48291,0,0,0,0,39909,0,52884,0,0,38227,0,0,0
"    ""25-1081""","Education Teachers, Postsecondary",20573,0,0,51311,0,17326,39390,0,17627,20821,21145,26903,17304,0,0,17855,0,0,0,17507,0,0,0,0,0,0
"    ""25-1082""","Library Science Teachers, Postsecondary",44661,0,0,0,0,0,0,0,17713,0,53739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1111""","Criminal Justice and Law Enforcement Teachers, Postsecondary",21199,0,0,37595,0,0,0,0,21057,0,23941,24308,0,0,0,0,0,0,0,31698,0,0,0,0,0,0
"    ""25-1112""","Law Teachers, Postsecondary",43477,0,0,0,0,0,0,0,36067,0,40091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1113""","Social Work Teachers, Postsecondary",27267,0,0,39557,0,0,0,0,37109,0,19060,0,0,0,0,0,0,0,0,33083,0,0,0,0,0,0
"    ""25-1121""","Art, Drama, and Music Teachers, Postsecondary",25162,0,0,53297,0,18626,0,35823,17509,0,32314,41825,0,0,0,0,0,0,0,35844,0,0,0,0,0,0
"    ""25-1122""","Communications Teachers, Postsecondary",29740,0,0,53848,0,0,49199,0,18711,0,35716,55682,0,0,0,0,0,0,0,39794,0,0,0,0,0,0
"    ""25-1123""","English Language and Literature Teachers, Postsecondary",27652,0,0,50836,0,17861,26109,0,23747,0,41456,34363,0,0,0,0,0,0,0,40396,0,0,0,0,0,0
"    ""25-1124""","Foreign Language and Literature Teachers, Postsecondary",30310,0,0,46743,0,0,0,0,19509,0,30659,0,0,0,0,0,0,0,0,35608,0,0,0,0,0,0
"    ""25-1125""","History Teachers, Postsecondary",23046,0,0,60349,0,0,0,0,17155,0,46856,34011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1126""","Philosophy and Religion Teachers, Postsecondary",26997,0,0,48532,0,0,0,0,0,0,17633,0,0,0,0,0,0,0,0,28501,0,0,0,0,0,0
"    ""25-1192""","Family and Consumer Sciences Teachers, Postsecondary",31556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1193""","Recreation and Fitness Studies Teachers, Postsecondary",29327,0,0,47263,0,0,50827,0,30077,0,39522,0,0,0,0,0,0,0,0,23691,0,0,0,0,0,0
"    ""25-1194""","Career/Technical Education Teachers, Postsecondary",33392,25320,39444,40895,36020,32215,46227,44558,29192,29248,44357,34496,30477,0,43009,31374,0,0,0,41685,0,0,29089,0,27096,19674
"    ""25-1199""","Postsecondary Teachers, All Other",17279,0,0,38124,0,19907,25555,0,17178,17259,0,52047,0,0,18725,19505,0,0,0,29683,0,0,0,0,0,0
"    ""25-2011""","Preschool Teachers, Except Special Education",24493,26597,29178,22755,22447,25841,18765,20383,25144,29251,24723,26296,31665,24131,26436,24371,54124,39727,19270,29096,32822,17845,19462,25966,32560,19602
"    ""25-2012""","Kindergarten Teachers, Except Special Education",44739,38250,51196,45216,44349,44140,41727,52500,47826,49769,50416,43501,45637,39993,42848,44298,53579,42617,43002,49641,43910,42053,43714,0,40040,41653
"    ""25-2021""","Elementary School Teachers, Except Special Education",46602,41581,45183,45162,43410,44731,43203,48872,52900,47934,52644,46624,52637,39428,41314,46809,48132,44143,0,49134,43966,38578,43381,44288,39103,42998
"    ""25-2022""","Middle School Teachers, Except Special and Career/Technical Education",46612,41984,47629,44621,43314,44645,42940,49014,52806,46682,52859,45641,51363,40276,41708,45597,57154,40419,41478,52206,43450,40134,43772,40625,39879,43856
"    ""25-2023""","Career/Technical Education Teachers, Middle School",50155,0,59055,55894,0,47097,0,0,54759,0,52481,0,0,0,0,42721,60259,0,0,52920,46098,0,0,0,0,0
"    ""25-2031""","Secondary School Teachers, Except Special and Career/Technical Education",47269,43003,46060,45261,41981,44350,41887,47332,51747,49346,54375,43255,53897,40020,39254,46602,51092,0,37286,50749,44295,42067,43839,42625,39780,40128
"    ""25-2032""","Career/Technical Education Teachers, Secondary School",49196,42262,49712,55674,44370,45234,40838,48593,53758,52392,54823,44867,47422,42516,44619,50115,58103,0,42351,54125,45017,42188,44472,47672,44476,43479
"    ""25-2051""","Special Education Teachers, Preschool",39910,0,0,27583,0,0,0,0,55648,0,40791,24233,0,0,0,0,0,0,0,48300,0,0,0,0,0,0
"    ""25-2052""","Special Education Teachers, Kindergarten and Elementary School",48824,41603,43980,44466,44666,45995,45432,49527,54878,43831,54872,48167,46086,43036,43068,50132,0,0,38226,53028,43789,44743,44837,0,41635,43651
"    ""25-2057""","Special Education Teachers, Middle School",48307,45823,47674,43829,44345,47871,42223,53294,53249,44871,55670,45504,0,39757,44742,46604,0,0,37908,55137,37357,40224,37387,0,44874,45477
"    ""25-2058""","Special Education Teachers, Secondary School",48314,39991,47934,46130,42328,0,44391,52231,50769,46999,55954,44815,46696,41063,43372,47998,56315,0,0,53323,45146,42544,42879,43339,44835,41858
"    ""25-2059""","Special Education Teachers, All Other",38920,0,0,35452,0,55700,0,50276,39958,36866,45751,46418,0,28767,43322,52729,0,0,0,44440,0,0,0,0,0,0
"    ""25-3011""","Adult Basic Ed, Adult Secondary Ed, & ESL Instructors",38511,44877,45336,0,0,37769,46501,47747,26225,35989,43113,0,46495,0,0,32440,0,0,0,39219,0,0,0,0,0,0
"    ""25-3021""",Self-Enrichment Teachers,18983,23154,18831,18355,30681,20385,19220,0,20461,18718,17820,17316,20286,21664,20838,21579,23536,31893,28184,19243,32013,18372,18734,17480,17379,18684
"    ""25-3031""","Substitute Teachers, Short-Term",17995,18604,17333,21872,17589,19647,21999,20359,17625,18757,18466,0,17141,17527,17307,0,0,0,0,21626,17488,19865,21294,0,19822,19323
"    ""25-3097""","Tutors and Teachers and Instructors, All Other",20068,25194,17908,19564,29435,18380,24639,0,22266,17482,19289,24856,17234,21507,17489,19133,22398,0,0,27015,0,19264,23836,0,19384,44545
"    ""25-4011""",Archivists,45102,0,0,43464,0,0,0,0,47010,0,46236,0,0,0,0,0,0,0,0,37793,0,0,0,0,0,0
"    ""25-4012""",Curators,36623,0,0,47467,17348,0,44042,0,40927,39632,41126,0,0,0,33876,0,0,0,0,39854,0,0,0,0,37448,0
"    ""25-4013""",Museum Technicians and Conservators,26380,0,0,32779,0,0,0,0,32731,0,22382,0,0,0,0,46729,0,0,0,25555,0,0,0,0,29447,0
"    ""25-4022""",Librarians and Media Collections Specialists,46404,38014,43254,49202,38028,47117,40684,48303,50580,51039,49906,39541,52256,33194,43858,48374,37846,53383,37144,50131,35201,39756,43289,33886,41425,37082
"    ""25-4031""",Library Technicians,24134,22839,24357,30175,23019,17598,26140,24678,24020,23430,23736,19497,26641,26271,24594,21635,0,0,24880,28062,22942,0,19704,0,0,17541
"    ""25-9021""",Farm and Home Management Educators,17515,0,19161,0,0,0,0,0,20468,0,22308,0,0,0,0,0,0,0,0,19046,0,0,0,0,0,0
"    ""25-9031""",Instructional Coordinators,51616,56806,47834,52029,55594,42409,46773,61244,51906,53200,55288,47613,53975,45617,44863,51465,42463,56150,56811,48583,52360,48137,35787,46638,50669,52570
"    ""25-9044""","Teaching Assistants, Postsecondary",17568,0,17483,24014,0,0,27480,0,17415,17341,19308,17732,0,0,21731,0,0,0,0,21844,0,0,0,0,0,0
"    ""25-9045""","Teaching Assistants, Except Postsecondary",17605,18566,20002,20575,17419,17452,17433,19735,17944,18680,18127,17245,18475,18081,19060,18648,17178,17119,0,17967,17309,18667,18992,17293,17358,17360
"    ""25-9099""","Educational Instruction and Library Workers, All Other",21627,21175,0,23569,0,17868,52034,22236,25039,17488,20013,21665,24820,0,27962,22919,22115,17112,0,22160,0,0,21011,0,22200,31428
"    ""27-0000""","Arts, Design, Entertainment, Sports, and Media Occupations",27491,21977,24542,33839,22613,24396,27084,22456,28060,20528,28620,25803,24597,28927,27308,22641,27723,26459,20061,28634,25272,24037,21471,21181,25039,22088
"    ""27-1011""",Art Directors,49070,55239,60982,53048,0,0,0,0,49879,30678,50214,0,0,0,0,36685,0,0,0,48974,0,0,32489,0,49990,0
"    ""27-1012""",Craft Artists,23886,0,0,24356,0,0,0,0,0,0,21633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1013""","Fine Artists, Including Painters, Sculptors, and Illustrators",28391,0,0,30813,0,0,0,0,20707,0,44528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1014""",Special Effects Artists and Animators,42733,0,0,43688,0,0,0,0,45401,22439,41777,0,0,0,0,0,0,0,0,49053,0,0,0,0,0,0
"    ""27-1019""","Artists and Related Workers, All Other",40768,0,0,43422,0,0,0,0,34649,0,74701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1021""",Commercial and Industrial Designers,42209,0,0,35812,0,0,0,0,51188,0,38145,0,0,0,34319,0,0,0,0,39934,0,0,0,0,0,0
"    ""27-1022""",Fashion Designers,39631,0,0,28186,0,0,0,0,47331,0,45817,0,0,0,0,0,0,0,0,34527,0,0,0,0,0,0
"    ""27-1023""",Floral Designers,19768,19318,18916,20137,17328,0,20941,0,21642,21452,19280,20756,0,21204,19057,0,24740,22568,0,18808,0,0,22123,0,17304,17758
"    ""27-1024""",Graphic Designers,32749,25272,32903,35258,31628,24475,33881,32245,36693,25628,33404,34022,28433,28176,28073,23065,26940,34104,32676,33428,32279,27001,31060,23393,27230,27737
"    ""27-1025""",Interior Designers,36973,34005,0,38665,0,0,0,19079,37401,26748,38015,42119,0,32953,29443,28207,38595,0,0,33736,0,0,34199,0,36220,0
"    ""27-1026""",Merchandise Displayers and Window Trimmers,22691,26288,22720,26221,22047,21743,22821,21193,23547,19420,22730,24157,21007,27051,26473,17298,18167,0,0,24821,25542,22500,17873,24416,17304,19947
"    ""27-1027""",Set and Exhibit Designers,23713,0,0,32199,0,0,0,0,22661,0,30203,0,0,0,0,0,0,0,0,33796,0,0,0,0,0,0
"    ""27-1029""","Designers, All Other",23439,0,0,56416,0,0,0,0,28724,0,24458,0,0,0,0,0,0,0,0,32735,0,0,0,0,0,0
"    ""27-2011""",Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2012""",Producers and Directors,38676,33783,0,38146,38953,0,42359,36356,46399,27004,40070,34522,0,38201,36089,41089,36179,0,0,38111,27157,0,23671,0,36173,28805
"    ""27-2021""",Athletes and Sports Competitors,28157,0,0,0,0,0,0,0,0,0,32166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2022""",Coaches and Scouts,23367,20289,32494,27358,27251,30653,44086,30144,22594,17280,21269,22395,28143,24021,27171,25182,23499,31211,29946,26334,20520,34793,20986,0,0,23613
"    ""27-2023""","Umpires, Referees, and Other Sports Officials",19696,0,0,18047,0,0,0,0,26429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2031""",Dancers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2032""",Choreographers,27797,0,0,0,0,0,0,0,29577,0,29604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2041""",Music Directors and Composers,38827,0,0,46589,38648,45336,0,0,45295,0,33352,0,0,36198,0,22415,0,0,0,63518,0,0,0,0,0,0
"    ""27-2042""",Musicians and Singers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2090""","Miscellaneous Entertainers and Performers, Sports and Related Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3011""",Broadcast Announcers and Radio Disc Jockeys,19508,19844,0,30812,0,0,0,18326,20548,20011,22007,0,0,0,0,18583,0,18095,22186,0,0,26308,0,0,20505,0
"    ""27-3023""","News Analysts, Reporters, and Journalists",23359,0,0,21131,0,0,25302,0,26221,24405,27206,0,0,30403,0,24220,35115,0,0,26892,0,0,0,0,29431,20858
"    ""27-3031""",Public Relations Specialists,37248,35846,33281,41318,23284,25736,31714,26136,38846,23736,38872,28187,30134,37163,31516,33962,36678,44285,28586,39200,33231,30712,19169,29874,35011,25325
"    ""27-3041""",Editors,35838,32393,0,42003,30544,27973,34875,35621,36295,34916,34750,30928,0,39201,25404,32915,38072,0,0,33698,22724,0,22354,0,33602,0
"    ""27-3042""",Technical Writers,50145,0,0,45939,34061,0,0,47257,57872,36401,47218,48804,0,58490,46057,41246,50841,0,0,49999,0,0,0,0,46958,0
"    ""27-3043""",Writers and Authors,36265,0,17627,41911,0,0,40782,27764,39946,44260,41048,23650,35355,31586,19959,29995,0,0,0,33821,0,0,40001,0,41626,0
"    ""27-3091""",Interpreters and Translators,35328,0,33202,35923,31961,25623,28893,51740,32970,21329,36509,33376,40395,0,38250,28145,0,0,0,38426,0,0,26272,0,26364,0
"    ""27-3092""",Court Reporters and Simultaneous Captioners,50216,0,0,68550,0,0,0,0,56252,69964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3099""","Media and Communication Workers, All Other",17559,0,0,17440,0,0,18374,17348,17826,0,19356,0,17648,0,0,24137,0,0,0,0,0,0,0,0,0,0
"    ""27-4011""",Audio and Video Technicians,28405,22362,0,30925,0,28377,30370,0,27389,17304,29694,27498,31146,0,31002,29143,23491,0,0,28848,0,0,0,0,26214,0
"    ""27-4012""",Broadcast Technicians,18822,0,32924,0,0,0,28563,22691,18355,17112,18560,0,0,0,22691,0,20120,0,0,21401,22499,0,0,0,24472,23796
"    ""27-4014""",Sound Engineering Technicians,28613,0,0,29659,0,0,0,0,27619,27573,28294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-4021""",Photographers,27003,0,0,33065,19065,0,24371,17308,0,17550,27396,20656,0,28551,26574,0,0,0,0,26681,0,0,22021,0,17305,0
"    ""27-4031""","Camera Operators, Television, Video, and Film",32862,0,0,31680,0,0,0,0,38899,28036,32138,0,0,0,25319,22009,0,0,0,30712,0,0,40946,0,26247,0
"    ""27-4032""",Film and Video Editors,30670,0,0,34988,0,0,38978,46236,31523,0,28361,28717,0,0,30934,0,0,0,0,31208,0,0,0,0,29453,0
"    ""27-4098""","Lighting Techs & Media & Communication Equipment Wkrs, AO",39945,0,0,43257,0,0,0,0,31345,0,31088,0,0,0,0,0,0,0,0,57772,0,0,0,0,0,0
"    ""29-0000""",Healthcare Practitioners and Technical Occupations,39029,36770,37836,38256,36376,35876,37639,34277,41518,37319,41614,41439,35197,35913,37725,36940,40036,40129,37064,39994,37949,35647,38105,36856,37120,33351
"    ""29-1011""",Chiropractors,40172,0,0,45263,27256,0,0,79616,31860,0,69980,0,0,18516,36588,40973,0,0,0,44907,0,0,0,0,29368,0
"    ""29-1021""","Dentists, General",85867,115378,146048,101237,94769,109874,130838,100999,120156,82555,52695,58609,107707,0,72643,99257,122202,105885,0,85471,120614,118462,0,116479,137067,130018
"    ""29-1022""",Oral and Maxillofacial Surgeons,56704,0,0,0,0,0,0,0,0,0,58309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1029""","Dentists, All Other Specialists",102512,0,0,149556,0,0,0,0,0,0,130469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1031""",Dietitians and Nutritionists,39114,37779,41300,31832,41452,48171,35092,54839,41944,47908,42096,49719,46204,53153,45809,42209,47739,51867,0,44680,49012,49145,36511,52200,45161,33892
"    ""29-1041""",Optometrists,84866,68427,68142,84693,73827,103737,97732,45470,92844,56697,83808,80398,0,76858,0,0,0,0,99781,95879,27935,81994,0,0,69472,93593
