SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""19-3092""",Geographers,72061,0,0,67304,0,0,0,0,92331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3093""",Historians,87245,0,0,63394,0,0,0,0,81782,0,92338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3094""",Political Scientists,105513,0,0,0,0,0,0,0,101097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3099""","Social Scientists and Related Workers, All Other",98844,0,0,97590,0,0,74822,0,100355,93739,111081,80255,0,0,0,0,0,0,0,102153,0,0,0,0,0,0
"    ""19-4010""",Agricultural and Food Science Technicians,47915,0,66515,0,0,0,27037,0,53049,0,46682,0,0,0,35295,0,0,0,29499,47928,0,0,0,0,0,0
"    ""19-4021""",Biological Technicians,62052,0,0,49788,0,40944,37912,0,73501,41681,57722,46683,0,0,53680,42528,0,0,0,66459,0,0,40444,0,51534,0
"    ""19-4031""",Chemical Technicians,75165,0,0,61149,86962,88395,45038,70570,62706,82528,80768,0,0,64419,53571,69271,64815,66867,0,69516,0,0,45249,0,0,0
"    ""19-4042""","Environmental Science and Protection Technicians, Including Health",57027,49050,0,55750,54649,0,0,54844,58093,41860,58926,63377,0,44523,51836,46338,48632,0,0,58047,0,0,0,0,60927,0
"    ""19-4045""",Geological and Hydrologic Technicians,74660,0,95684,77428,68839,0,60622,0,0,37311,90182,0,0,71693,60188,53120,58751,57892,0,68999,0,0,0,0,0,50980
"    ""19-4051""",Nuclear Technicians,94378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-4061""",Social Science Research Assistants,46508,0,0,55523,0,0,34628,0,0,0,45583,26696,0,0,0,54894,0,0,0,48856,0,0,0,0,0,0
"    ""19-4071""",Forest and Conservation Technicians,49491,0,0,53082,0,0,0,44611,51477,0,50241,0,0,0,0,0,0,0,0,45776,0,0,0,0,0,0
"    ""19-4092""",Forensic Science Technicians,71129,0,0,57217,64566,0,0,0,70370,55835,87456,48058,0,0,52083,0,60572,0,0,58020,0,0,62077,0,43005,0
"    ""19-4099""","Life, Physical, and Social Science Technicians, All Other",60194,0,42219,71308,0,50857,51052,64389,48647,53709,79714,53809,0,62507,45077,50910,55867,0,0,62214,0,0,45848,0,61342,0
"    ""19-5011""",Occupational Health and Safety Specialists,90764,77962,89341,80954,92520,0,68679,85613,87897,75245,99600,81992,0,73041,76013,64674,87152,85633,87959,87420,80253,75883,74556,64423,75756,77385
"    ""19-5012""",Occupational Health and Safety Technicians,58603,54785,43082,58934,61689,40565,0,48118,59241,43159,61712,44454,62430,51527,62832,47336,63947,59253,0,52324,46398,0,59554,0,52408,49703
"    ""21-0000""",Community and Social Service Occupations,59866,53482,60095,58404,55442,48228,53938,60657,62290,59592,62995,61017,57807,54763,51760,58699,57330,55729,56603,59728,56059,51676,52837,52520,54841,55963
"    ""21-1012""","Educational, Guidance, and Career Counselors and Advisors",69634,59859,70989,65773,71738,66682,55097,73431,71737,72881,72839,65859,72696,74591,51134,76455,69462,66178,56700,65341,67429,62143,63153,61526,0,62183
"    ""21-1013""",Marriage and Family Therapists,57114,0,0,59485,0,0,0,52531,54682,61226,59011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""21-1015""",Rehabilitation Counselors,54414,0,49053,59778,0,51453,0,53165,58709,47686,50076,65187,48820,46305,48034,63217,62974,0,0,58833,52069,0,50415,55751,56552,0
"    ""21-1018""","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",60272,47973,68260,60507,53610,56341,55054,55174,60767,59953,62242,52611,63993,42060,52310,59882,60047,59881,0,64886,49054,49784,55708,42653,41048,66168
"    ""21-1019""","Counselors, All Other",67594,0,102791,61134,40274,68383,56214,54921,70328,62883,74098,49348,67950,0,51459,51744,64274,0,44231,67967,54448,0,48904,0,50681,0
"    ""21-1021""","Child, Family, and School Social Workers",57407,55071,58003,58876,56507,42897,53993,55995,59668,55961,57235,55640,60484,54919,55091,57469,55281,0,54984,58175,58585,53580,56529,53196,54160,52481
"    ""21-1022""",Healthcare Social Workers,69462,62583,64941,63162,65771,65042,59082,70532,72027,67937,73879,71463,98737,71111,62061,58665,64866,68822,60458,63400,61143,69810,58385,66790,58288,56225
"    ""21-1023""",Mental Health and Substance Abuse Social Workers,51761,44795,33420,47348,40777,47938,45655,51761,57224,59497,58699,59555,47110,41357,50393,0,0,0,52851,49657,0,49341,37759,0,41283,0
"    ""21-1029""","Social Workers, All Other",78142,67680,77490,64155,83800,60572,55651,69188,65628,84844,93048,89175,0,0,66717,56498,0,0,0,86652,0,63154,0,46902,77528,0
"    ""21-1091""",Health Education Specialists,65852,0,0,72716,64414,0,56616,60190,75434,49852,71063,58144,32439,0,42189,57526,0,0,0,53517,0,0,51169,0,0,48158
"    ""21-1092""",Probation Officers and Correctional Treatment Specialists,52776,48531,48883,52269,0,43232,50626,49203,56324,56016,51558,49017,50875,50621,0,0,50804,62875,51550,57230,0,44088,52855,0,49245,46954
"    ""21-1093""",Social and Human Service Assistants,42010,41588,43899,44266,38453,37844,38876,39359,43756,37549,44703,45732,41674,35303,39260,40008,40777,0,36754,41084,33491,0,34696,42412,41028,40553
"    ""21-1094""",Community Health Workers,47563,0,45121,49385,46155,32358,40503,43797,46514,45587,53328,42778,52835,0,49648,39906,38354,0,36064,44976,0,46464,40852,0,0,46733
"    ""21-1099""","Community and Social Service Specialists, All Other",44129,46501,45381,46476,44988,32081,53445,40506,45653,34304,45807,43286,34471,0,42808,37004,42474,35532,44089,51942,48236,0,50399,39201,50865,41727
"    ""21-2011""",Clergy,66553,0,65107,69027,57568,63756,63116,56438,60458,71647,75170,59231,0,57922,47776,61427,79227,0,0,84836,0,54526,55374,51389,58425,55273
"    ""21-2021""","Directors, Religious Activities and Education",85099,0,0,123277,0,0,0,0,87063,0,82281,0,0,0,0,0,0,0,0,46059,0,0,0,0,0,0
"    ""21-2099""","Religious Workers, All Other",46602,0,0,0,0,0,0,0,52644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""23-0000""",Legal Occupations,134376,101020,104028,143897,146474,79398,110559,0,147350,126614,133733,89099,106418,106287,99634,81527,153936,99888,97268,125610,97532,77041,0,0,122529,83907
"    ""23-1011""",Lawyers,177645,159269,147749,178725,204989,104042,158960,0,186452,155082,180090,126074,121342,170033,129456,109946,201945,157203,177873,167437,152854,108552,0,0,158830,103762
"    ""23-1012""",Judicial Law Clerks,58002,0,54543,64590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45955,0,0,0,0,0,0
"    ""23-1021""","Administrative Law Judges, Adjudicators, and Hearing Officers",110083,0,0,110489,0,0,0,0,144280,0,121659,0,0,0,0,0,0,0,0,146706,0,0,0,0,0,0
"    ""23-1022""","Arbitrators, Mediators, and Conciliators",78991,0,0,62598,0,0,0,0,87610,0,96910,0,0,0,0,0,0,0,0,65130,0,0,0,0,0,0
"    ""23-1023""","Judges, Magistrate Judges, and Magistrates",130725,95296,91403,164540,132870,0,124658,143896,122591,0,127110,73433,116416,142089,76288,0,146939,0,92776,125769,0,146615,160509,92480,155436,112127
"    ""23-2011""",Paralegals and Legal Assistants,67183,43755,57404,69875,61933,47967,0,53168,78219,57971,63599,59062,58449,66493,54872,45856,53274,45235,56169,64203,45415,45529,58638,63332,53459,45304
"    ""23-2093""","Title Examiners, Abstractors, and Searchers",74749,71742,62192,0,61526,0,0,60834,77333,72139,86539,56738,0,61968,65460,0,74639,0,0,64822,0,42127,51108,0,53824,0
"    ""23-2099""","Legal Support Workers, All Other",79491,0,0,114384,0,0,0,62270,82470,54866,75329,56714,0,0,0,43973,64951,0,75770,68084,0,0,0,0,0,0
"    ""25-0000""","Education, Training, and Library Occupations",67373,56356,66088,71045,59739,56700,97261,68145,68409,74724,73178,63834,61818,55607,68561,65377,62982,60990,56089,63037,56223,52074,54926,57915,67656,0
"    ""25-1011""","Business Teachers, Postsecondary",130435,0,0,169113,0,76580,223395,114168,115865,59324,124404,114592,0,0,159555,0,0,0,0,97116,0,0,0,0,0,0
"    ""25-1021""","Computer Science Teachers, Postsecondary",116642,0,0,146675,0,83822,190361,0,111738,68327,120226,0,0,0,0,0,0,0,0,89554,0,0,0,0,0,0
"    ""25-1022""","Mathematical Science Teachers, Postsecondary",91430,0,0,108934,0,59163,150654,0,79938,0,107883,73369,0,0,98748,0,0,0,0,66535,0,0,0,0,0,0
"    ""25-1031""","Architecture Teachers, Postsecondary",105665,0,0,0,0,0,0,0,61566,0,95850,0,0,0,0,0,0,0,0,73806,0,0,0,0,0,0
"    ""25-1032""","Engineering Teachers, Postsecondary",150634,0,0,171028,0,0,198583,0,130123,0,133492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1041""","Agricultural Sciences Teachers, Postsecondary",119955,0,0,125676,0,0,164501,0,65859,0,102535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1042""","Biological Science Teachers, Postsecondary",109342,0,0,135595,0,0,135480,0,106786,47519,128137,78250,0,0,113171,78747,0,0,0,90503,0,0,112736,0,0,0
"    ""25-1043""","Forestry and Conservation Science Teachers, Postsecondary",106965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1051""","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",121237,0,0,157565,0,0,169633,0,102674,0,112108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1052""","Chemistry Teachers, Postsecondary",117957,0,0,134582,0,0,179233,0,110380,0,129433,0,0,0,0,0,0,0,0,107251,0,0,0,0,0,0
"    ""25-1053""","Environmental Science Teachers, Postsecondary",112926,0,0,0,0,0,0,0,114831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1054""","Physics Teachers, Postsecondary",121419,0,0,139786,0,0,194476,0,116367,0,120587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1061""","Anthropology and Archeology Teachers, Postsecondary",117021,0,0,123975,0,0,0,0,102951,0,118487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1062""","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",85629,0,0,0,0,0,0,0,70492,0,0,0,0,0,0,0,0,0,0,81911,0,0,0,0,0,0
"    ""25-1063""","Economics Teachers, Postsecondary",143482,0,0,176371,0,0,215133,0,132297,0,140640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1064""","Geography Teachers, Postsecondary",111838,0,0,121460,0,0,0,0,99819,0,100264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1065""","Political Science Teachers, Postsecondary",97621,0,0,129488,0,0,0,0,93503,0,104219,67355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1066""","Psychology Teachers, Postsecondary",91247,0,0,121825,0,0,140453,0,94725,0,100869,98316,66398,0,0,0,0,0,0,60217,0,0,0,0,0,0
"    ""25-1067""","Sociology Teachers, Postsecondary",94979,0,0,128063,0,0,0,0,98367,0,113883,69389,0,0,0,0,0,0,0,102950,0,0,0,0,0,0
"    ""25-1069""","Social Sciences Teachers, Postsecondary, All Other",64537,0,52419,0,0,0,0,0,45853,0,0,98236,0,0,0,0,0,0,0,74198,0,0,0,0,0,0
"    ""25-1071""","Health Specialties Teachers, Postsecondary",180293,0,167847,109490,93713,0,155183,0,216102,0,207724,76146,0,0,114359,96580,0,0,0,0,0,0,90610,0,0,0
"    ""25-1072""","Nursing Instructors and Teachers, Postsecondary",81641,0,64128,90116,0,65266,0,0,78691,69732,98496,78672,82990,0,0,0,0,62242,0,67731,0,0,69033,0,0,0
"    ""25-1081""","Education Teachers, Postsecondary",81558,0,0,99566,0,54547,129048,0,76149,75385,80692,82268,57716,0,0,70690,0,0,0,60289,0,0,0,0,0,0
"    ""25-1082""","Library Science Teachers, Postsecondary",85607,0,0,0,0,0,0,0,68336,0,82406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1111""","Criminal Justice and Law Enforcement Teachers, Postsecondary",73048,0,0,115909,0,0,0,0,75920,0,78733,99256,0,0,0,0,0,0,0,80986,0,0,0,0,0,0
"    ""25-1112""","Law Teachers, Postsecondary",157816,0,0,0,0,0,0,0,135798,0,147186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1113""","Social Work Teachers, Postsecondary",94000,0,0,97567,0,0,0,0,89887,0,85584,0,0,0,0,0,0,0,0,69906,0,0,0,0,0,0
"    ""25-1121""","Art, Drama, and Music Teachers, Postsecondary",83683,0,0,96238,0,64456,0,88661,80043,0,100069,90879,0,0,0,0,0,0,0,67263,0,0,0,0,0,0
"    ""25-1122""","Communications Teachers, Postsecondary",83243,0,0,99753,0,0,110592,0,79095,0,89272,93071,0,0,0,0,0,0,0,65019,0,0,0,0,0,0
"    ""25-1123""","English Language and Literature Teachers, Postsecondary",81929,0,0,92155,0,56781,93843,0,82711,0,98468,71089,0,0,0,0,0,0,0,61657,0,0,0,0,0,0
"    ""25-1124""","Foreign Language and Literature Teachers, Postsecondary",84950,0,0,92648,0,0,0,0,85641,0,87960,0,0,0,0,0,0,0,0,66423,0,0,0,0,0,0
"    ""25-1125""","History Teachers, Postsecondary",90111,0,0,120142,0,0,0,0,77064,0,106809,91096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1126""","Philosophy and Religion Teachers, Postsecondary",101254,0,0,110368,0,0,0,0,0,0,87673,0,0,0,0,0,0,0,0,74551,0,0,0,0,0,0
"    ""25-1192""","Family and Consumer Sciences Teachers, Postsecondary",75050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1193""","Recreation and Fitness Studies Teachers, Postsecondary",84484,0,0,95306,0,0,114807,0,86127,0,89996,0,0,0,0,0,0,0,0,67767,0,0,0,0,0,0
"    ""25-1194""","Career/Technical Education Teachers, Postsecondary",75791,50162,54075,82396,56921,55509,101118,82594,77931,62917,88569,73094,50818,0,62163,48725,0,0,0,65654,0,0,49297,0,73397,49534
"    ""25-1199""","Postsecondary Teachers, All Other",72483,0,0,76428,0,51837,46114,0,53636,57226,0,126901,0,0,64987,68906,0,0,0,74499,0,0,0,0,0,0
"    ""25-2011""","Preschool Teachers, Except Special Education",50252,42521,57455,41081,53340,48618,42040,39937,48268,61081,54549,51439,57501,62719,46539,51678,60056,61314,31690,59394,52353,33574,37799,42909,49342,48103
"    ""25-2012""","Kindergarten Teachers, Except Special Education",61344,49968,75396,65663,59865,59886,49683,74071,59926,67767,60986,59699,59059,51565,50253,59790,60140,53221,50853,61046,57322,47951,52802,0,53985,49314
"    ""25-2021""","Elementary School Teachers, Except Special Education",61845,53254,66811,66496,63250,59688,51878,73455,60571,66672,62075,59585,62075,58140,50787,62272,61126,56068,0,61482,56038,51327,53634,59500,53481,51444
"    ""25-2022""","Middle School Teachers, Except Special and Career/Technical Education",62203,54957,69939,65989,59713,59815,50976,73876,61694,66633,62078,59449,62865,58991,51157,62523,61341,54674,52204,61973,58960,51418,55119,48886,52280,52453
"    ""25-2023""","Career/Technical Education Teachers, Middle School",63367,0,73950,75080,0,58693,0,0,60521,0,63796,0,0,0,0,60469,60273,0,0,61808,54803,0,0,0,0,0
"    ""25-2031""","Secondary School Teachers, Except Special and Career/Technical Education",63418,58348,71607,66321,64248,58923,52225,72989,62283,69892,63856,60278,63456,64853,53239,64682,63782,0,56931,63030,63891,56219,54904,53781,56472,55726
"    ""25-2032""","Career/Technical Education Teachers, Secondary School",65073,59486,72779,75496,63191,60940,60028,75302,63788,68108,65544,59433,65034,60909,57890,64617,64087,0,55649,63703,63141,53694,54241,63948,58587,53482
"    ""25-2051""","Special Education Teachers, Preschool",61244,0,0,55996,0,0,0,0,63145,0,54282,56434,0,0,0,0,0,0,0,63638,0,0,0,0,0,0
"    ""25-2052""","Special Education Teachers, Kindergarten and Elementary School",61810,51853,66241,67430,56724,59593,51609,72266,60549,58313,62248,58910,61087,62910,52530,61185,0,0,48477,61153,60249,57149,53719,0,53140,51207
"    ""25-2057""","Special Education Teachers, Middle School",61646,53763,69816,66240,57023,60343,50021,74509,60493,58207,61690,57813,0,58470,51038,61322,0,0,48400,60825,60719,54713,53845,0,54020,51833
"    ""25-2058""","Special Education Teachers, Secondary School",62987,54287,69401,68047,66662,0,54199,75729,61311,60660,63616,58175,63048,70772,54904,63540,61435,0,0,61716,58060,52408,52479,52616,65855,50438
"    ""25-2059""","Special Education Teachers, All Other",65123,0,0,60278,0,67762,0,70846,62962,60400,70875,65005,0,55507,55726,71871,0,0,0,70006,0,0,0,0,0,0
"    ""25-3011""","Adult Basic Ed, Adult Secondary Ed, & ESL Instructors",75026,54145,67288,0,0,59521,65050,108116,65072,66668,86327,0,47664,0,0,57678,0,0,0,55709,0,0,0,0,0,0
"    ""25-3021""",Self-Enrichment Teachers,46590,33996,33853,38309,45795,37035,52382,0,45378,40238,58947,42177,39623,33196,38364,42609,47464,44661,44225,43113,58731,52869,37852,35756,38205,40363
"    ""25-3031""","Substitute Teachers, Short-Term",42991,42040,22537,38096,37430,24900,30696,35078,38744,25272,65074,0,23889,22987,45048,0,0,0,0,36627,20447,25003,36474,0,34163,24721
"    ""25-3097""","Tutors and Teachers and Instructors, All Other",47827,55728,54685,42865,52773,58772,43407,0,45586,42226,43856,73422,22462,36617,33020,32822,35315,0,0,61283,0,64249,37335,0,46892,66638
"    ""25-4011""",Archivists,77644,0,0,66305,0,0,0,0,83047,0,67292,0,0,0,0,0,0,0,0,59004,0,0,0,0,0,0
"    ""25-4012""",Curators,67091,0,0,71923,30410,0,58367,0,70911,77218,71690,0,0,0,58134,0,0,0,0,74745,0,0,0,0,62479,0
"    ""25-4013""",Museum Technicians and Conservators,53425,0,0,52141,0,0,0,0,60953,0,47939,0,0,0,0,54359,0,0,0,46674,0,0,0,0,51815,0
"    ""25-4022""",Librarians and Media Collections Specialists,68884,57043,78605,70142,70960,66726,59190,77295,70144,73827,70002,60766,69909,59783,69631,69782,64754,61356,61354,67507,64509,55115,62762,49251,66495,56520
"    ""25-4031""",Library Technicians,36505,31434,30109,41519,36184,27823,39541,34008,38007,35305,36622,30654,33866,34885,33730,32077,0,0,36275,36173,31893,0,29493,0,0,33275
"    ""25-9021""",Farm and Home Management Educators,32476,0,31327,0,0,0,0,0,32199,0,41259,0,0,0,0,0,0,0,0,29094,0,0,0,0,0,0
"    ""25-9031""",Instructional Coordinators,75122,71773,79969,73423,76320,71485,66832,82807,73380,80869,78330,64820,75618,77553,62686,77922,69077,68149,84246,77385,74104,74299,66591,73847,68123,82198
"    ""25-9044""","Teaching Assistants, Postsecondary",44206,0,21862,29524,0,0,48284,0,23927,29645,59173,26494,0,0,31230,0,0,0,0,40523,0,0,0,0,0,0
"    ""25-9045""","Teaching Assistants, Except Postsecondary",26430,26057,26512,29120,25156,23239,22173,31503,26908,31384,25004,20819,24703,27396,26107,29560,23965,26101,0,28363,23501,24414,25132,25141,24581,21062
"    ""25-9099""","Educational Instruction and Library Workers, All Other",43274,42670,0,55294,0,38229,63339,37749,40704,34131,39016,38981,46619,0,54494,41721,44764,31324,0,46576,0,0,34099,0,37106,48642
"    ""27-0000""","Arts, Design, Entertainment, Sports, and Media Occupations",67907,55280,58891,72361,62356,53332,73682,63876,69732,52357,68636,57071,63040,64090,65151,58839,64413,58676,55144,66591,52919,53137,54536,59091,70684,51366
"    ""27-1011""",Art Directors,96420,68873,149592,95879,0,0,0,0,94573,66550,99611,0,0,0,0,69309,0,0,0,98513,0,0,58642,0,90296,0
"    ""27-1012""",Craft Artists,42102,0,0,39865,0,0,0,0,0,0,42155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1013""","Fine Artists, Including Painters, Sculptors, and Illustrators",64057,0,0,77098,0,0,0,0,61342,0,60436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1014""",Special Effects Artists and Animators,75747,0,0,75491,0,0,0,0,76932,44750,75205,0,0,0,0,0,0,0,0,75127,0,0,0,0,0,0
"    ""27-1019""","Artists and Related Workers, All Other",81679,0,0,66323,0,0,0,0,61851,0,100975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1021""",Commercial and Industrial Designers,85763,0,0,69019,0,0,0,0,90555,0,85423,0,0,0,50650,0,0,0,0,78097,0,0,0,0,0,0
"    ""27-1022""",Fashion Designers,96362,0,0,74597,0,0,0,0,112927,0,82281,0,0,0,0,0,0,0,0,59009,0,0,0,0,0,0
"    ""27-1023""",Floral Designers,30040,27342,30056,37188,23676,0,24593,0,30842,30754,28828,24745,0,28174,30850,0,32740,30831,0,29603,0,0,28366,0,25183,22545
"    ""27-1024""",Graphic Designers,62622,41973,47964,63723,44225,40888,54104,57689,67190,41356,60084,52408,41912,53589,45536,40457,58550,51498,53621,61858,47037,55199,43993,49776,51316,41514
"    ""27-1025""",Interior Designers,69922,58492,0,69318,0,0,0,56752,68149,56336,75373,78345,0,65991,59375,57339,70105,0,0,62169,0,0,56009,0,66880,0
"    ""27-1026""",Merchandise Displayers and Window Trimmers,35003,39394,33498,39384,32399,30111,36028,33586,34745,34942,34711,34529,35327,33839,36853,26026,36345,0,0,34575,39110,35781,32543,37727,25409,33449
"    ""27-1027""",Set and Exhibit Designers,48944,0,0,65021,0,0,0,0,39403,0,56942,0,0,0,0,0,0,0,0,51032,0,0,0,0,0,0
"    ""27-1029""","Designers, All Other",68718,0,0,57819,0,0,0,0,75222,0,84297,0,0,0,0,0,0,0,0,83743,0,0,0,0,0,0
"    ""27-2011""",Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2012""",Producers and Directors,82111,95542,0,79843,89261,0,87651,98448,87888,59786,72887,61565,0,58793,73538,79767,81971,0,0,78426,46589,0,74429,0,74150,46593
"    ""27-2021""",Athletes and Sports Competitors,176790,0,0,0,0,0,0,0,0,0,137516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2022""",Coaches and Scouts,68927,50492,74458,76265,70496,61867,166534,62521,66700,46195,64147,38398,63502,64673,110258,66156,62863,59302,64640,64065,50594,48764,54869,0,0,63034
"    ""27-2023""","Umpires, Referees, and Other Sports Officials",50165,0,0,31555,0,0,0,0,43622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2031""",Dancers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2032""",Choreographers,70771,0,0,0,0,0,0,0,57689,0,80606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2041""",Music Directors and Composers,78763,0,0,92065,76783,58804,0,0,83664,0,76302,0,0,60902,0,56765,0,0,0,127535,0,0,0,0,0,0
"    ""27-2042""",Musicians and Singers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2090""","Miscellaneous Entertainers and Performers, Sports and Related Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3011""",Broadcast Announcers and Radio Disc Jockeys,65854,43333,0,87469,0,0,0,32278,78544,33608,84749,0,0,0,0,52814,0,36063,27248,0,0,42652,0,0,59406,0
"    ""27-3023""","News Analysts, Reporters, and Journalists",74133,0,0,53749,0,0,49404,0,99143,41802,70327,0,0,88979,0,60688,119668,0,0,85452,0,0,0,0,73630,35525
"    ""27-3031""",Public Relations Specialists,72568,59881,64184,78926,57969,56417,60476,66805,73376,54236,74888,74786,62169,60122,56202,61749,67797,62365,55517,75339,57376,84856,50925,64574,73220,60085
"    ""27-3041""",Editors,74583,80758,0,77469,68207,60836,66779,57722,73499,100056,80861,54259,0,73314,56703,78968,66864,0,0,70603,60392,0,58411,0,72212,0
"    ""27-3042""",Technical Writers,84364,0,0,77795,65593,0,0,68991,91616,74785,77639,68876,0,83912,66679,73454,87143,0,0,80437,0,0,0,0,76792,0
"    ""27-3043""",Writers and Authors,69829,0,43962,70361,0,0,66062,29955,71053,75955,70941,50191,69871,73129,51521,84449,0,0,0,67491,0,0,68427,0,59345,0
"    ""27-3091""",Interpreters and Translators,71197,0,41336,91374,55124,55841,43086,62269,53351,56999,61578,37348,63153,0,60648,59673,0,0,0,60978,0,0,45702,0,49077,0
"    ""27-3092""",Court Reporters and Simultaneous Captioners,99197,0,0,95151,0,0,0,0,110095,95456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3099""","Media and Communication Workers, All Other",38331,0,0,42439,0,0,49385,22838,33149,0,45696,0,22975,0,0,37222,0,0,0,0,0,0,0,0,0,0
"    ""27-4011""",Audio and Video Technicians,49741,33654,0,46352,0,42693,60796,0,49327,30386,55331,43810,42473,0,54117,46520,40603,0,0,50363,0,0,0,0,46815,0
"    ""27-4012""",Broadcast Technicians,51041,0,49582,0,0,0,63365,51778,55789,26905,50157,0,0,0,49672,0,45877,0,0,55374,46869,0,0,0,55661,46839
"    ""27-4014""",Sound Engineering Technicians,70873,0,0,59667,0,0,0,0,76141,45982,66346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-4021""",Photographers,72338,0,0,65192,48657,0,40615,39191,0,44171,61355,49991,0,41775,50355,0,0,0,0,50926,0,0,58863,0,48777,0
"    ""27-4031""","Camera Operators, Television, Video, and Film",61252,0,0,63676,0,0,0,0,60330,52025,57864,0,0,0,45546,53699,0,0,0,62582,0,0,73973,0,36226,0
"    ""27-4032""",Film and Video Editors,73029,0,0,67098,0,0,72273,67596,94687,0,61403,62167,0,0,45643,0,0,0,0,53628,0,0,0,0,54854,0
"    ""27-4098""","Lighting Techs & Media & Communication Equipment Wkrs, AO",94012,0,0,75655,0,0,0,0,91582,0,118052,0,0,0,0,0,0,0,0,93338,0,0,0,0,0,0
"    ""29-0000""",Healthcare Practitioners and Technical Occupations,100284,94059,91493,100847,88382,90036,87779,87069,102494,92066,106325,117721,99755,90409,92213,102271,102330,98621,82604,100575,85453,86380,90474,96741,98308,85271
"    ""29-1011""",Chiropractors,110407,0,0,102786,66981,0,0,108763,116720,0,108632,0,0,37942,76964,81296,0,0,0,112433,0,0,0,0,55762,0
"    ""29-1021""","Dentists, General",233679,210195,265704,191110,181188,278665,280040,245680,286046,247560,190590,207019,214914,0,231728,294262,172331,244850,0,183354,207631,203525,0,264002,190561,232787
"    ""29-1022""",Oral and Maxillofacial Surgeons,248094,0,0,0,0,0,0,0,0,0,235708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1029""","Dentists, All Other Specialists",208813,0,0,161914,0,0,0,0,0,0,167945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1031""",Dietitians and Nutritionists,69221,68362,78558,57540,68772,72353,69103,74134,66802,80676,70709,70814,69992,75348,65233,67579,72923,79723,0,72213,70815,67836,58511,68002,72252,59067
"    ""29-1041""",Optometrists,130221,128242,185758,132651,188781,176508,146670,142842,120432,147375,125843,185075,0,148766,0,0,0,0,143829,121565,113509,120415,0,0,154849,128396
