SOC,SOC Title,Statewide,Abilene,Amarillo,Austin-Round Rock,Beaumont-Port Arthur,Brownsville-Harlingen,College Station-Bryan,Corpus Christi,Dallas-Fort Worth-Arlington,El Paso,Houston-The Woodlands-Sugarland,Killeen-Temple,Laredo,Longview,Lubbock,McAllen-Edinburg-Mission,Midland,Odessa,San Angelo,San Antonio-New Braunfels,Sherman-Denison,Texarkana,Tyler,Victoria,waco,Wichita Falls
"    ""19-3092""",Geographers,63966,0,0,61213,0,0,0,0,83385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3093""",Historians,74764,0,0,57288,0,0,0,0,69850,0,80196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3094""",Political Scientists,90752,0,0,0,0,0,0,0,87753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-3099""","Social Scientists and Related Workers, All Other",85794,0,0,81748,0,0,67117,0,87401,80314,97342,73084,0,0,0,0,0,0,0,89047,0,0,0,0,0,0
"    ""19-4010""",Agricultural and Food Science Technicians,40417,0,57837,0,0,0,23810,0,45348,0,41404,0,0,0,32134,0,0,0,27128,42360,0,0,0,0,0,0
"    ""19-4021""",Biological Technicians,52079,0,0,43320,0,36329,31154,0,63927,36936,49250,38544,0,0,43409,38088,0,0,0,58501,0,0,33628,0,43361,0
"    ""19-4031""",Chemical Technicians,62067,0,0,51537,75429,71821,39368,59302,52078,65806,66478,0,0,55468,43261,56835,53706,56418,0,58132,0,0,37848,0,0,0
"    ""19-4042""","Environmental Science and Protection Technicians, Including Health",49246,44180,0,48043,48246,0,0,46629,51796,36076,50243,54450,0,40045,46666,39300,45379,0,0,51548,0,0,0,0,53575,0
"    ""19-4045""",Geological and Hydrologic Technicians,58713,0,91261,61028,55163,0,52340,0,0,33851,70518,0,0,61260,47769,45474,47762,48666,0,56332,0,0,0,0,0,42768
"    ""19-4051""",Nuclear Technicians,80575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""19-4061""",Social Science Research Assistants,38346,0,0,47368,0,0,30003,0,0,0,37763,23566,0,0,0,46622,0,0,0,40758,0,0,0,0,0,0
"    ""19-4071""",Forest and Conservation Technicians,44850,0,0,47202,0,0,0,41593,46929,0,46724,0,0,0,0,0,0,0,0,41375,0,0,0,0,0,0
"    ""19-4092""",Forensic Science Technicians,61121,0,0,52179,54980,0,0,0,60968,50929,74332,44951,0,0,49056,0,54488,0,0,49996,0,0,54482,0,39396,0
"    ""19-4099""","Life, Physical, and Social Science Technicians, All Other",49021,0,35899,60252,0,44857,42360,51176,40049,46003,65623,46239,0,53488,38416,43400,49403,0,0,57086,0,0,42262,0,55339,0
"    ""19-5011""",Occupational Health and Safety Specialists,77142,66067,75241,71851,78927,0,59511,73175,74637,62359,85418,68918,0,65809,65217,56401,73046,71800,75841,76184,70690,65903,64562,55193,65561,68081
"    ""19-5012""",Occupational Health and Safety Technicians,50217,48314,38214,52007,50507,35222,0,43166,51219,36984,53452,37612,52186,46005,54056,41087,53451,50158,0,46181,41684,0,49636,0,45188,44948
"    ""21-0000""",Community and Social Service Occupations,50471,45949,50324,49966,47615,40601,47097,51314,52758,49198,53387,52048,48693,45896,44914,49349,48897,47172,48635,50580,46895,43909,45303,45179,46519,48923
"    ""21-1012""","Educational, Guidance, and Career Counselors and Advisors",59858,52985,58940,56740,61095,59589,48697,60701,61922,63840,62764,57737,62403,65828,45587,65563,60135,58741,51273,57240,58309,54644,54420,53919,0,54713
"    ""21-1013""",Marriage and Family Therapists,52737,0,0,55219,0,0,0,46230,51847,57625,54384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""21-1015""",Rehabilitation Counselors,47440,0,42715,51405,0,46230,0,47320,51764,42400,45271,55842,44938,41728,40175,59012,59628,0,0,51167,46218,0,41381,48808,48722,0
"    ""21-1018""","Substance Abuse, Behavioral Disorder, and Mental Health Counselors",50916,43472,60390,51993,47391,51606,48301,47542,52466,51333,51508,45112,56351,37483,44256,50707,53012,51448,0,54695,42278,45210,52187,39383,33124,57518
"    ""21-1019""","Counselors, All Other",56526,0,88917,52484,36504,61987,49448,47001,59355,55463,64566,41263,58202,0,48497,43360,56796,0,37622,56424,45074,0,41147,0,42742,0
"    ""21-1021""","Child, Family, and School Social Workers",50395,49045,50530,51471,50132,37417,47556,52202,52430,49239,50522,49097,53661,46027,48550,49100,49250,0,49189,52007,51337,48038,49343,47365,47601,47870
"    ""21-1022""",Healthcare Social Workers,59790,55630,56794,54403,58200,57079,51193,63620,61805,56405,65056,63619,80390,59526,55843,50805,56597,61973,52275,54443,54182,63474,51385,58960,53694,51927
"    ""21-1023""",Mental Health and Substance Abuse Social Workers,45181,41364,31625,41936,38754,42590,40168,45765,49429,50196,50746,52465,41229,35068,44716,0,0,0,49690,42519,0,44631,34854,0,37182,0
"    ""21-1029""","Social Workers, All Other",63568,53731,69679,53250,65947,48064,49315,61214,54372,72939,78334,82030,0,0,59193,43884,0,0,0,75484,0,53455,0,39927,61868,0
"    ""21-1091""",Health Education Specialists,54455,0,0,62330,56731,0,48851,52303,62480,42774,60182,49212,29398,0,35535,47420,0,0,0,46831,0,0,45395,0,0,43964
"    ""21-1092""",Probation Officers and Correctional Treatment Specialists,48348,45461,46833,47862,0,40407,45909,46165,51647,50471,48499,44338,45211,46834,0,0,46733,56371,47315,51585,0,40285,49746,0,45996,44194
"    ""21-1093""",Social and Human Service Assistants,36469,36061,36627,39852,34425,32941,34427,34863,37832,33348,39088,40225,37197,32126,34552,35135,35386,0,32961,35778,28973,0,31094,36895,35818,35823
"    ""21-1094""",Community Health Workers,41072,0,40218,43300,40962,28922,37249,39820,39815,39091,46709,39522,44638,0,43958,34756,34461,0,32774,39532,0,43080,38514,0,0,40069
"    ""21-1099""","Community and Social Service Specialists, All Other",36734,39151,40881,38895,39141,28433,45719,34106,37556,29122,38318,35862,29749,0,34663,32811,38318,31043,38683,44472,42377,0,42284,35915,45450,37340
"    ""21-2011""",Clergy,56902,0,55921,61136,48283,53085,56763,49862,53494,61886,61409,51414,0,51885,42403,52594,64483,0,0,72091,0,48814,49023,45124,48965,50549
"    ""21-2021""","Directors, Religious Activities and Education",66600,0,0,102192,0,0,0,0,66176,0,68497,0,0,0,0,0,0,0,0,36915,0,0,0,0,0,0
"    ""21-2099""","Religious Workers, All Other",38601,0,0,0,0,0,0,0,44947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""23-0000""",Legal Occupations,104161,79524,81506,112935,111039,64651,83839,0,115137,97550,103357,71147,86074,83692,79674,65426,116919,77353,74993,96767,76879,60864,0,0,95938,68253
"    ""23-1011""",Lawyers,142733,122053,119781,144278,162685,86756,127977,0,150230,126421,145603,107105,105353,139946,107930,95051,165316,131651,141081,128526,120960,84789,0,0,132764,90230
"    ""23-1012""",Judicial Law Clerks,48958,0,48175,53883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41169,0,0,0,0,0,0
"    ""23-1021""","Administrative Law Judges, Adjudicators, and Hearing Officers",88305,0,0,87651,0,0,0,0,119988,0,102857,0,0,0,0,0,0,0,0,117071,0,0,0,0,0,0
"    ""23-1022""","Arbitrators, Mediators, and Conciliators",66214,0,0,55863,0,0,0,0,73118,0,78744,0,0,0,0,0,0,0,0,56558,0,0,0,0,0,0
"    ""23-1023""","Judges, Magistrate Judges, and Magistrates",95728,74038,66703,148434,95566,0,91138,121429,89255,0,90643,54854,84929,112308,67129,0,107714,0,68879,94466,0,113057,121188,67959,135938,88270
"    ""23-2011""",Paralegals and Legal Assistants,57022,41132,51222,61090,53009,43802,0,46725,66938,49490,53515,50416,50006,58510,48569,41347,45114,40496,48771,55588,41311,39051,51965,54009,48441,40996
"    ""23-2093""","Title Examiners, Abstractors, and Searchers",61774,60073,53187,0,52815,0,0,48939,63967,58709,71969,49287,0,50047,53282,0,63492,0,0,54784,0,40119,48103,0,48191,0
"    ""23-2099""","Legal Support Workers, All Other",63577,0,0,89158,0,0,0,56709,66105,42345,60380,49622,0,0,0,41094,57458,0,68733,57339,0,0,0,0,0,0
"    ""25-0000""","Education, Training, and Library Occupations",52921,44704,51924,56030,47163,45080,74776,53357,53770,58103,57529,50058,50141,44191,54605,51970,52360,50698,44343,50757,44152,42520,43860,46404,52971,0
"    ""25-1011""","Business Teachers, Postsecondary",96827,0,0,133890,0,56870,172653,90331,83356,45318,93444,84269,0,0,121670,0,0,0,0,75394,0,0,0,0,0,0
"    ""25-1021""","Computer Science Teachers, Postsecondary",90345,0,0,118836,0,65633,150475,0,88021,51771,92862,0,0,0,0,0,0,0,0,69538,0,0,0,0,0,0
"    ""25-1022""","Mathematical Science Teachers, Postsecondary",70124,0,0,90637,0,45431,116375,0,59034,0,86771,57522,0,0,81947,0,0,0,0,55104,0,0,0,0,0,0
"    ""25-1031""","Architecture Teachers, Postsecondary",82868,0,0,0,0,0,0,0,46827,0,76590,0,0,0,0,0,0,0,0,57639,0,0,0,0,0,0
"    ""25-1032""","Engineering Teachers, Postsecondary",118178,0,0,141862,0,0,162434,0,101459,0,103607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1041""","Agricultural Sciences Teachers, Postsecondary",94064,0,0,101368,0,0,137576,0,51309,0,81850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1042""","Biological Science Teachers, Postsecondary",85786,0,0,110099,0,0,105318,0,83717,37447,104317,67386,0,0,94124,66864,0,0,0,73748,0,0,87880,0,0,0
"    ""25-1043""","Forestry and Conservation Science Teachers, Postsecondary",87388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1051""","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",94312,0,0,127482,0,0,135288,0,82813,0,86845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1052""","Chemistry Teachers, Postsecondary",92675,0,0,108950,0,0,136084,0,87835,0,103155,0,0,0,0,0,0,0,0,85005,0,0,0,0,0,0
"    ""25-1053""","Environmental Science Teachers, Postsecondary",90765,0,0,0,0,0,0,0,94650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1054""","Physics Teachers, Postsecondary",94238,0,0,109997,0,0,148485,0,91697,0,96573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1061""","Anthropology and Archeology Teachers, Postsecondary",92882,0,0,107653,0,0,0,0,76681,0,92940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1062""","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",64403,0,0,0,0,0,0,0,52712,0,0,0,0,0,0,0,0,0,0,69647,0,0,0,0,0,0
"    ""25-1063""","Economics Teachers, Postsecondary",111789,0,0,142162,0,0,170884,0,103686,0,111931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1064""","Geography Teachers, Postsecondary",91553,0,0,103787,0,0,0,0,81903,0,79356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1065""","Political Science Teachers, Postsecondary",74352,0,0,101841,0,0,0,0,72912,0,81540,50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1066""","Psychology Teachers, Postsecondary",70490,0,0,99681,0,0,103436,0,72072,0,78030,83785,50034,0,0,0,0,0,0,53612,0,0,0,0,0,0
"    ""25-1067""","Sociology Teachers, Postsecondary",74842,0,0,104266,0,0,0,0,78777,0,90754,52028,0,0,0,0,0,0,0,82140,0,0,0,0,0,0
"    ""25-1069""","Social Sciences Teachers, Postsecondary, All Other",48775,0,49056,0,0,0,0,0,36301,0,0,80969,0,0,0,0,0,0,0,58270,0,0,0,0,0,0
"    ""25-1071""","Health Specialties Teachers, Postsecondary",136358,0,128053,92052,74724,0,117563,0,163906,0,161231,66861,0,0,89960,74672,0,0,0,0,0,0,72220,0,0,0
"    ""25-1072""","Nursing Instructors and Teachers, Postsecondary",65966,0,54678,78907,0,59446,0,0,59661,58484,79796,67534,71424,0,0,0,0,54798,0,62782,0,0,58764,0,0,0
"    ""25-1081""","Education Teachers, Postsecondary",61230,0,0,83481,0,42140,99162,0,56642,57197,60843,63813,44245,0,0,53078,0,0,0,46029,0,0,0,0,0,0
"    ""25-1082""","Library Science Teachers, Postsecondary",71958,0,0,0,0,0,0,0,51462,0,72851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1111""","Criminal Justice and Law Enforcement Teachers, Postsecondary",55765,0,0,89804,0,0,0,0,57632,0,60469,74273,0,0,0,0,0,0,0,64557,0,0,0,0,0,0
"    ""25-1112""","Law Teachers, Postsecondary",119703,0,0,0,0,0,0,0,102554,0,111488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1113""","Social Work Teachers, Postsecondary",71756,0,0,78230,0,0,0,0,72294,0,63409,0,0,0,0,0,0,0,0,57632,0,0,0,0,0,0
"    ""25-1121""","Art, Drama, and Music Teachers, Postsecondary",64176,0,0,81925,0,49179,0,71048,59198,0,77484,74527,0,0,0,0,0,0,0,56790,0,0,0,0,0,0
"    ""25-1122""","Communications Teachers, Postsecondary",65409,0,0,84451,0,0,90128,0,58967,0,71420,80608,0,0,0,0,0,0,0,56611,0,0,0,0,0,0
"    ""25-1123""","English Language and Literature Teachers, Postsecondary",63837,0,0,78382,0,43807,71265,0,63056,0,79464,58847,0,0,0,0,0,0,0,54570,0,0,0,0,0,0
"    ""25-1124""","Foreign Language and Literature Teachers, Postsecondary",66737,0,0,77346,0,0,0,0,63597,0,68860,0,0,0,0,0,0,0,0,56151,0,0,0,0,0,0
"    ""25-1125""","History Teachers, Postsecondary",67756,0,0,100211,0,0,0,0,57094,0,86825,72068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1126""","Philosophy and Religion Teachers, Postsecondary",76502,0,0,89756,0,0,0,0,0,0,64326,0,0,0,0,0,0,0,0,59201,0,0,0,0,0,0
"    ""25-1192""","Family and Consumer Sciences Teachers, Postsecondary",60552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""25-1193""","Recreation and Fitness Studies Teachers, Postsecondary",66099,0,0,79291,0,0,93481,0,67444,0,73172,0,0,0,0,0,0,0,0,53075,0,0,0,0,0,0
"    ""25-1194""","Career/Technical Education Teachers, Postsecondary",61658,41881,49198,68562,49954,47744,82821,69915,61685,51694,73832,60228,44038,0,55778,42941,0,0,0,57664,0,0,42561,0,57963,39581
"    ""25-1199""","Postsecondary Teachers, All Other",54082,0,0,63660,0,41194,39261,0,41483,43903,0,101949,0,0,49566,52439,0,0,0,59561,0,0,0,0,0,0
"    ""25-2011""","Preschool Teachers, Except Special Education",41666,37213,48029,34972,43042,41026,34281,33419,40560,50471,44607,43058,48889,49856,39838,42575,58079,54118,27550,49295,45843,28331,31687,37262,43748,38603
"    ""25-2012""","Kindergarten Teachers, Except Special Education",55809,46062,67329,58848,54693,54638,47031,66881,55893,61767,57463,54300,54585,47707,47785,54626,57953,49687,48236,57244,52851,45985,49772,0,49337,46760
"    ""25-2021""","Elementary School Teachers, Except Special Education",56764,49363,59602,59384,56636,54702,48986,65261,58014,60426,58931,55264,58929,51903,47629,57118,56794,52093,0,57366,52014,47078,50216,54429,48689,48629
"    ""25-2022""","Middle School Teachers, Except Special and Career/Technical Education",57006,50633,62502,58867,54247,54758,48297,65588,58732,59983,59005,54846,59031,52753,48008,56881,59945,49922,48629,58717,53790,47657,51337,46132,48146,49587
"    ""25-2023""","Career/Technical Education Teachers, Middle School",58963,0,68985,68685,0,54828,0,0,58600,0,60024,0,0,0,0,54553,60268,0,0,58845,51901,0,0,0,0,0
"    ""25-2031""","Secondary School Teachers, Except Special and Career/Technical Education",58035,53233,63091,59301,56825,54065,48779,64436,58771,63043,60696,54603,60270,56575,48577,58656,59552,0,50383,58937,57359,51502,51216,50062,50908,50527
"    ""25-2032""","Career/Technical Education Teachers, Secondary School",59780,53745,65090,68888,56917,55705,53632,66399,60444,62869,61971,54578,59163,54778,53466,59783,62093,0,51216,60510,57100,49859,50985,58522,53883,50147
"    ""25-2051""","Special Education Teachers, Preschool",54133,0,0,46525,0,0,0,0,60646,0,49785,45701,0,0,0,0,0,0,0,58526,0,0,0,0,0,0
"    ""25-2052""","Special Education Teachers, Kindergarten and Elementary School",57481,48436,58821,59776,52704,55061,49550,64687,58658,53485,59789,55329,56087,56285,49376,57501,0,0,45060,58444,54762,53014,50758,0,49305,48688
"    ""25-2057""","Special Education Teachers, Middle School",57199,51116,62435,58769,52797,56186,47421,67437,58078,53761,59683,53710,0,52232,48939,56416,0,0,44903,58929,52932,49884,48359,0,50972,49715
"    ""25-2058""","Special Education Teachers, Secondary School",58096,49521,62246,60741,58551,0,50930,67896,57797,56107,61062,53721,57597,60869,51060,58359,59728,0,0,58918,53755,49120,49279,49524,58849,47578
"    ""25-2059""","Special Education Teachers, All Other",56389,0,0,52003,0,63741,0,63989,55294,52555,62500,58810,0,46594,51591,65491,0,0,0,61484,0,0,0,0,0,0
"    ""25-3011""","Adult Basic Ed, Adult Secondary Ed, & ESL Instructors",62854,51056,59971,0,0,52270,58867,87993,52123,56442,71922,0,47274,0,0,49265,0,0,0,50212,0,0,0,0,0,0
"    ""25-3021""",Self-Enrichment Teachers,37388,30382,28846,31658,40757,31485,41328,0,37072,33065,45238,33890,33177,29352,32522,35599,39488,40405,38878,35156,49825,41370,31479,29664,31263,33137
"    ""25-3031""","Substitute Teachers, Short-Term",34659,34228,20802,32688,30816,23149,27797,30171,31704,23101,49538,0,21640,21167,35801,0,0,0,0,31626,19461,23291,31414,0,29383,22922
"    ""25-3097""","Tutors and Teachers and Instructors, All Other",38574,45550,42426,35098,44994,45308,37151,0,37813,33978,35667,57233,20720,31580,27843,28259,31009,0,0,49860,0,49254,32836,0,37723,59274
"    ""25-4011""",Archivists,66797,0,0,58691,0,0,0,0,71035,0,60273,0,0,0,0,0,0,0,0,51934,0,0,0,0,0,0
"    ""25-4012""",Curators,56935,0,0,63771,26056,0,53592,0,60916,64689,61502,0,0,0,50048,0,0,0,0,63115,0,0,0,0,54135,0
"    ""25-4013""",Museum Technicians and Conservators,44410,0,0,45687,0,0,0,0,51546,0,39420,0,0,0,0,51816,0,0,0,39634,0,0,0,0,44359,0
"    ""25-4022""",Librarians and Media Collections Specialists,61391,50700,66821,63162,59983,60189,53022,67631,63623,66231,63304,53691,64025,50920,61040,62646,55784,58698,53284,61715,54740,49996,56271,44129,58138,50041
"    ""25-4031""",Library Technicians,32381,28569,28191,37738,31796,24415,35074,30898,33344,31346,32327,26935,31458,32013,30685,28596,0,0,32477,33469,28909,0,26230,0,0,28030
"    ""25-9021""",Farm and Home Management Educators,27489,0,27272,0,0,0,0,0,28289,0,34942,0,0,0,0,0,0,0,0,25745,0,0,0,0,0,0
"    ""25-9031""",Instructional Coordinators,67287,66784,69258,66292,69412,61793,60146,75619,66222,71646,70650,59084,68404,66908,56745,69103,60206,64150,75101,67784,66856,65578,56323,64777,62305,72322
"    ""25-9044""","Teaching Assistants, Postsecondary",35327,0,20402,27687,0,0,41349,0,21756,25544,45885,23573,0,0,28063,0,0,0,0,34297,0,0,0,0,0,0
"    ""25-9045""","Teaching Assistants, Except Postsecondary",23489,23560,24342,26272,22577,21310,20593,27580,23920,27150,22712,19628,22627,24291,23758,25922,21702,23107,0,24898,21437,22499,23085,22525,22173,19828
"    ""25-9099""","Educational Instruction and Library Workers, All Other",36059,35505,0,44719,0,31442,59571,32578,35483,28583,32682,33209,39352,0,45650,35453,37215,26587,0,38437,0,0,29736,0,32137,42904
"    ""27-0000""","Arts, Design, Entertainment, Sports, and Media Occupations",54435,44179,47442,59520,49108,43687,58149,50069,55841,41747,55297,46649,50226,52369,52536,46773,52183,47937,43450,53938,43703,43437,43514,46454,55469,41607
"    ""27-1011""",Art Directors,80636,64329,120055,81602,0,0,0,0,79675,54593,83145,0,0,0,0,58435,0,0,0,82000,0,0,49925,0,76861,0
"    ""27-1012""",Craft Artists,36030,0,0,34695,0,0,0,0,0,0,35315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1013""","Fine Artists, Including Painters, Sculptors, and Illustrators",52168,0,0,61670,0,0,0,0,47797,0,55133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1014""",Special Effects Artists and Animators,64742,0,0,64890,0,0,0,0,66422,37313,64062,0,0,0,0,0,0,0,0,66436,0,0,0,0,0,0
"    ""27-1019""","Artists and Related Workers, All Other",68042,0,0,58689,0,0,0,0,52784,0,92217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-1021""",Commercial and Industrial Designers,71245,0,0,57950,0,0,0,0,77433,0,69664,0,0,0,45207,0,0,0,0,65376,0,0,0,0,0,0
"    ""27-1022""",Fashion Designers,77452,0,0,59127,0,0,0,0,91062,0,70126,0,0,0,0,0,0,0,0,50848,0,0,0,0,0,0
"    ""27-1023""",Floral Designers,26616,24667,26342,31504,21560,0,23376,0,27776,27653,25645,23415,0,25851,26919,0,30073,28077,0,26005,0,0,26285,0,22557,20949
"    ""27-1024""",Graphic Designers,52664,36406,42943,54235,40026,35417,47363,49208,57024,36113,51191,46279,37419,45118,39715,34660,48013,45700,46639,52381,42118,45800,39682,40982,43287,36922
"    ""27-1025""",Interior Designers,58939,50330,0,59100,0,0,0,44195,57900,46473,62921,66269,0,54978,49398,47628,59601,0,0,52691,0,0,48739,0,56660,0
"    ""27-1026""",Merchandise Displayers and Window Trimmers,30899,35025,29906,34996,28948,27321,31626,29455,31012,29768,30718,31072,30554,31577,33393,23117,30286,0,0,31324,34587,31354,27653,33290,22708,28948
"    ""27-1027""",Set and Exhibit Designers,40534,0,0,54080,0,0,0,0,33823,0,48029,0,0,0,0,0,0,0,0,45287,0,0,0,0,0,0
"    ""27-1029""","Designers, All Other",53625,0,0,57351,0,0,0,0,59723,0,64350,0,0,0,0,0,0,0,0,66741,0,0,0,0,0,0
"    ""27-2011""",Actors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2012""",Producers and Directors,67633,74956,0,65944,72492,0,72554,77750,74058,48858,61948,52551,0,51929,61055,66874,66707,0,0,64988,40111,0,57510,0,61491,40664
"    ""27-2021""",Athletes and Sports Competitors,127246,0,0,0,0,0,0,0,0,0,102399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2022""",Coaches and Scouts,53740,40424,60470,59962,56081,51462,125718,51729,51998,36556,49854,33064,51716,51122,82562,52498,49742,49938,53075,51488,40569,44107,43575,0,0,49894
"    ""27-2023""","Umpires, Referees, and Other Sports Officials",40009,0,0,27052,0,0,0,0,37891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2031""",Dancers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2032""",Choreographers,56446,0,0,0,0,0,0,0,48319,0,63606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2041""",Music Directors and Composers,65451,0,0,76907,64072,54315,0,0,70874,0,61985,0,0,52667,0,45315,0,0,0,106196,0,0,0,0,0,0
"    ""27-2042""",Musicians and Singers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-2090""","Miscellaneous Entertainers and Performers, Sports and Related Workers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3011""",Broadcast Announcers and Radio Disc Jockeys,50405,35503,0,68584,0,0,0,27627,59212,29076,63835,0,0,0,0,41404,0,30074,25560,0,0,37204,0,0,46439,0
"    ""27-3023""","News Analysts, Reporters, and Journalists",57208,0,0,42877,0,0,41370,0,74836,36003,55953,0,0,69454,0,48532,91484,0,0,65932,0,0,0,0,58897,30636
"    ""27-3031""",Public Relations Specialists,60795,51870,53883,66390,46407,46190,50889,53249,61866,44069,62883,59253,51490,52469,47974,52487,57424,56338,46540,63293,49327,66808,40340,53007,60484,48498
"    ""27-3041""",Editors,61668,64636,0,65647,55653,49881,56144,50355,61098,78343,65491,46482,0,61943,46270,63617,57266,0,0,58301,47836,0,46392,0,59342,0
"    ""27-3042""",Technical Writers,72958,0,0,67176,55082,0,0,61746,80368,61990,67498,62186,0,75438,59805,62718,75042,0,0,70291,0,0,0,0,66847,0
"    ""27-3043""",Writers and Authors,58641,0,35184,60878,0,0,57635,29225,60684,65390,60977,41344,58366,59281,41001,66298,0,0,0,56267,0,0,58952,0,53438,0
"    ""27-3091""",Interpreters and Translators,59240,0,38624,72891,47403,45768,38355,58760,46557,45109,53222,36024,55567,0,53182,49164,0,0,0,53460,0,0,39225,0,41506,0
"    ""27-3092""",Court Reporters and Simultaneous Captioners,82870,0,0,86284,0,0,0,0,92148,86958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-3099""","Media and Communication Workers, All Other",31407,0,0,34106,0,0,39048,21008,28041,0,36916,0,21199,0,0,32860,0,0,0,0,0,0,0,0,0,0
"    ""27-4011""",Audio and Video Technicians,42629,29890,0,41210,0,37921,50654,0,42014,26025,46785,38373,38697,0,46412,40727,34899,0,0,43191,0,0,0,0,39948,0
"    ""27-4012""",Broadcast Technicians,40301,0,44029,0,0,0,51764,42082,43311,23641,39625,0,0,0,40678,0,37292,0,0,44050,38746,0,0,0,45265,39158
"    ""27-4014""",Sound Engineering Technicians,56786,0,0,49664,0,0,0,0,59967,39846,53662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""27-4021""",Photographers,57226,0,0,54483,38793,0,35200,31897,0,35297,50035,40213,0,37367,42428,0,0,0,0,42845,0,0,46583,0,38286,0
"    ""27-4031""","Camera Operators, Television, Video, and Film",51789,0,0,53010,0,0,0,0,53186,44029,49289,0,0,0,38804,43136,0,0,0,51959,0,0,62964,0,32900,0
"    ""27-4032""",Film and Video Editors,58909,0,0,56395,0,0,61175,60476,73633,0,50389,51017,0,0,40740,0,0,0,0,46154,0,0,0,0,46387,0
"    ""27-4098""","Lighting Techs & Media & Communication Equipment Wkrs, AO",75990,0,0,64855,0,0,0,0,71503,0,89064,0,0,0,0,0,0,0,0,81483,0,0,0,0,0,0
"    ""29-0000""",Healthcare Practitioners and Technical Occupations,79866,74963,73607,79983,71047,71982,71066,69471,82169,73817,84755,92293,78235,72244,74050,80494,81565,79123,67424,80381,69619,69469,73017,76779,77912,67964
"    ""29-1011""",Chiropractors,86995,0,0,83612,53739,0,0,99047,88433,0,95748,0,0,31467,63505,67855,0,0,0,89924,0,0,0,0,46964,0
"    ""29-1021""","Dentists, General",184409,178590,225819,161152,152382,222401,230306,197453,230750,192558,144625,157549,179179,251760,178699,229260,155621,198528,0,150726,178625,175170,0,214828,172730,198531
"    ""29-1022""",Oral and Maxillofacial Surgeons,184297,0,0,0,0,0,0,0,0,0,176575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1029""","Dentists, All Other Specialists",173379,0,0,157795,0,0,0,0,0,0,155453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    ""29-1031""",Dietitians and Nutritionists,59185,58168,66138,48970,59665,64292,57766,67703,58516,69753,61171,63782,62063,67950,58758,59122,64529,70438,0,63035,63548,61606,51178,62734,63222,50676
"    ""29-1041""",Optometrists,115103,108304,146552,116665,150463,152251,130357,110385,111236,117149,111831,150183,0,124796,0,0,0,0,129146,113003,84984,107608,0,0,126390,116795
